Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,<>,source
1:1:1:1,19154.6711,1,1,1,1,2 19 (2.0:96.0)[true-Van]:3 21 (3.0:50.0)[true-Van]:31 14 (31.0:85.0)[true-Van]:22 12 (22.0:98.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:24 8 (24.0:42.0)[false-Walker]:29 15 (29.0:23.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-Van]:7 12 (7.0:58.0)[true-Van]:4 6 (4.0:49.0)[false-Walker]:26 24 (26.0:9.0)[false-Van]:16 22 (16.0:1.0)[false-City Cargo Bike]:10 16 (10.0:2.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-Van]:6 7 (6.0:29.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-Van]:9 6 (9.0:14.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:19 1 (19.0:19.0)[true-Van]:25 24 (25.0:61.0)[false-Walker]:28 20 (28.0:57.0)[false-Van]:18 19 (18.0:91.0)[false-Van]:,SOL:R:Van::R:Van:2::R:Van:3::R:Van:31:22:20:32:8:14:24::R:Van:29:30:21:23:27:13::R:Van:7:4:26:16:10:11:6:15::R:Van:5:9:12:17::R:Van:19:25:28:18:,19154.6711,8,95773.35551,288280.0665,960,287320.0665,8323.323815,NaN,9299.356985,3089.463081,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,init
1:1:1:2,65971.58865,1,1,1,2,14 16 (14.0:84.0)[false-Van]:31 14 (31.0:85.0)[true-Van]:22 12 (22.0:98.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:3 21 (3.0:50.0)[true-Van]:24 8 (24.0:42.0)[true-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:7 12 (7.0:58.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-City Cargo Bike]:30 2 (30.0:20.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[true-Van]:15 3 (15.0:61.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-City Cargo Bike]:2 19 (2.0:96.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[false-City Cargo Bike]:10 16 (10.0:2.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[true-Van]:19 1 (19.0:19.0)[false-Van]:26 24 (26.0:9.0)[false-Van]:,SOL:R:Van:14::R:Van:31:22:20:18:8::R:Van:3::R:Van:24:27:7:4:13:5:30:29:21::R:City Cargo Bike:32::R:Van:25:15:6:2:17:9:10::R:City Cargo Bike:11::R:City Cargo Bike:12::R:City Cargo Bike:23::R:City Cargo Bike:16::R:Van:28:19:26:,65971.58865,11,135603.7567,485482.9448,970,484512.9448,11317.01589,2286.550363,15660.74015,4374.314733,55,0,0,45,84,0,0,16,41,0,0,59,86,0,0,14,RndSwap:simple
1:1:1:3,-1,1,1,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:1:4,-1,1,1,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:2:0,15244.71943,1,1,2,0,14 16 (14.0:84.0)[true-Van]:31 14 (31.0:85.0)[true-Van]:22 12 (22.0:98.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[true-Van]:13 21 (13.0:98.0)[false-Walker]:5 19 (5.0:13.0)[true-Van]:21 8 (21.0:50.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:4 6 (4.0:49.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:18 19 (18.0:91.0)[true-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:15 3 (15.0:61.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:16 22 (16.0:1.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:7 12 (7.0:58.0)[false-Van]:6 7 (6.0:29.0)[true-Van]:26 24 (26.0:9.0)[false-Van]:24 8 (24.0:42.0)[false-Van]:23 4 (23.0:5.0)[false-Walker]:25 24 (25.0:61.0)[false-Van]:2 19 (2.0:96.0)[false-Van]:29 15 (29.0:23.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:,SOL:R:Van::R:Van:14::R:Van:31:22:20::R:Van:32:13::R:Van:5:21:3:4:30:28:8::R:Van:18::R:Van:9:10:11:19:15:12:16:27:7::R:Van:6:26:24:23:25:2::R:Van:29:17:,15244.71943,9,76223.59714,229750.7914,1080,228670.7914,11166.25837,NaN,7411.315852,2458.825714,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,AddRoute:LargeVan:simple
1:1:2:1,19155.72718,1,1,2,1,3 21 (3.0:50.0)[true-Van]:4 6 (4.0:49.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-Walker]:28 20 (28.0:57.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:5 19 (5.0:13.0)[true-Van]:13 21 (13.0:98.0)[false-Van]:15 3 (15.0:61.0)[true-Van]:32 9 (32.0:98.0)[false-Walker]:16 22 (16.0:1.0)[false-Van]:31 14 (31.0:85.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-Walker]:2 19 (2.0:96.0)[true-Van]:24 8 (24.0:42.0)[true-Van]:23 4 (23.0:5.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:25 24 (25.0:61.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[true-Van]:7 12 (7.0:58.0)[true-Van]:26 24 (26.0:9.0)[true-Van]:29 15 (29.0:23.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:4:6:30:21:28:8::R:Van:9:10:11:19:12:14::R:Van:5:13::R:Van:15:32:16:31:20::R:Van:2::R:Van:24:23:17:25:27::R:Van:22::R:Van:7::R:Van:26:29:18:,19155.72718,10,95778.63588,288535.9076,1200,287335.9076,8897.881835,NaN,9307.609924,3089.633415,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,RndSwap:simple
1:1:2:2,65637.35102,1,1,2,2,7 12 (7.0:58.0)[true-City Cargo Bike]:2 19 (2.0:96.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[false-Van]:23 4 (23.0:5.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[true-Van]:27 2 (27.0:80.0)[false-Van]:3 21 (3.0:50.0)[false-Walker]:21 8 (21.0:50.0)[true-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:10 16 (10.0:2.0)[false-Van]:16 22 (16.0:1.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-Van]:22 12 (22.0:98.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-City Cargo Bike]:24 8 (24.0:42.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[true-Van]:11 8 (11.0:3.0)[true-Van]:12 14 (12.0:5.0)[false-Van]:13 21 (13.0:98.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Walker]:32 9 (32.0:98.0)[false-City Cargo Bike]:19 1 (19.0:19.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:7::R:City Cargo Bike:2::R:Van:26:23::R:Van:4:27:3::R:Van:21:30:10:16:14:22:31::R:City Cargo Bike:20::R:City Cargo Bike:29::R:City Cargo Bike:5::R:City Cargo Bike:25::R:City Cargo Bike:8::R:City Cargo Bike:15:6::R:City Cargo Bike:24::R:City Cargo Bike:17::R:Van:9::R:Van:11:12:13:18:32:19:28:,65637.35102,16,135705.5213,485259.0574,1150,484109.0574,11196.07949,NaN,15653.51798,4377.597461,31,0,0,69,65,0,0,35,41,0,0,59,60,0,0,40,RndSwap:simple
1:1:2:3,-1,1,1,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:2:4,-1,1,1,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:3:0,20927.534,1,1,3,0,14 16 (14.0:84.0)[true-Van]:20 24 (20.0:93.0)[true-City Cargo Bike]:5 19 (5.0:13.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:4 6 (4.0:49.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:10 16 (10.0:2.0)[true-Van]:30 2 (30.0:20.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:29 15 (29.0:23.0)[false-Van]:13 21 (13.0:98.0)[false-Van]:15 3 (15.0:61.0)[true-Van]:31 14 (31.0:85.0)[true-Van]:24 8 (24.0:42.0)[false-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[false-Van]:23 4 (23.0:5.0)[true-Van]:7 12 (7.0:58.0)[false-Van]:16 22 (16.0:1.0)[true-Van]:19 1 (19.0:19.0)[false-Van]:28 20 (28.0:57.0)[false-Van]:25 24 (25.0:61.0)[false-Walker]:2 19 (2.0:96.0)[false-Van]:26 24 (26.0:9.0)[false-Van]:3 21 (3.0:50.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Van]:,SOL:R:Van::R:Van:14::R:City Cargo Bike:20::R:Van:5:21:6:8::R:Van:9:4:17::R:Van:10:30:11:12:29:13::R:Van:15::R:Van:31:24:32:22:27::R:Van:23:7::R:Van:16:19:28:25:2::R:Van:26:3:18:,20927.534,11,92494.32902,283590.3234,1250,282340.3234,8439.712118,NaN,9148.07495,2983.688033,91,0,0,9,97,0,0,3,88,0,0,12,94,0,0,6,init
1:1:3:1,20927.534,1,1,3,1,22 12 (22.0:98.0)[true-Van]:5 19 (5.0:13.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:31 14 (31.0:85.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:30 2 (30.0:20.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:13 21 (13.0:98.0)[false-Van]:15 3 (15.0:61.0)[true-Van]:29 15 (29.0:23.0)[true-Van]:23 4 (23.0:5.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:16 22 (16.0:1.0)[true-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:24 8 (24.0:42.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:7 12 (7.0:58.0)[true-Van]:4 6 (4.0:49.0)[true-Van]:20 24 (20.0:93.0)[false-Van]:19 1 (19.0:19.0)[true-Van]:28 20 (28.0:57.0)[false-Van]:25 24 (25.0:61.0)[false-Walker]:2 19 (2.0:96.0)[false-Van]:26 24 (26.0:9.0)[true-Van]:27 2 (27.0:80.0)[false-Van]:18 19 (18.0:91.0)[true-Van]:,SOL:R:Van::R:Van:22:5:21:31:6:8::R:Van:9:10:30:11:12:13::R:Van:15::R:Van:29:23:14::R:Van:16:32:24:3:17::R:Van:7::R:Van:4:20::R:Van:19:28:25:2::R:Van:26:27::R:Van:18:,20927.534,11,104637.67,315233.0099,1320,313913.0099,10912.61087,NaN,10168.80677,3375.408709,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,AddRoute:LargeVan:simple
1:1:3:2,65545.37799,1,1,3,2,4 6 (4.0:49.0)[true-Walker]:31 14 (31.0:85.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:3 21 (3.0:50.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Walker]:8 16 (8.0:84.0)[false-Van]:27 2 (27.0:80.0)[true-Walker]:24 8 (24.0:42.0)[false-Walker]:29 15 (29.0:23.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:15 3 (15.0:61.0)[false-Van]:2 19 (2.0:96.0)[true-Van]:7 12 (7.0:58.0)[true-Van]:6 7 (6.0:29.0)[false-Van]:19 1 (19.0:19.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-Walker]:14 16 (14.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:12 14 (12.0:5.0)[true-Walker]:28 20 (28.0:57.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:13 21 (13.0:98.0)[false-Van]:26 24 (26.0:9.0)[false-Van]:25 24 (25.0:61.0)[false-Van]:,SOL:R:Walker::R:Walker:4::R:City Cargo Bike:31::R:City Cargo Bike:22::R:City Cargo Bike:20::R:City Cargo Bike:3::R:City Cargo Bike:32::R:Walker:18::R:Van:8::R:Walker:27::R:Walker:24::R:Van:29:30:23:21:15::R:Van:2::R:Van:7:6:19:16:5:14::R:Van:9:10:11::R:Walker:12::R:Van:28:17:13:26::R:Van:25:,65545.37799,18,135821.4985,485616.6521,1390,484226.6521,8573.064802,NaN,15665.05329,4381.338662,39,33,0,28,68,16,0,16,41,34,0,25,69,12,0,20,AddRoute:Pedestrian:simple
1:1:3:3,-1,1,1,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:3:4,-1,1,1,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:4:0,-1,1,1,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:4:1,27517.3455,1,1,4,1,15 3 (15.0:61.0)[true-Van]:3 21 (3.0:50.0)[true-Van]:5 19 (5.0:13.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:8 16 (8.0:84.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[true-Van]:23 4 (23.0:5.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[true-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:7 12 (7.0:58.0)[false-Van]:27 2 (27.0:80.0)[true-Van]:4 6 (4.0:49.0)[true-Walker]:18 19 (18.0:91.0)[false-Van]:29 15 (29.0:23.0)[true-Van]:20 24 (20.0:93.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[true-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:24 8 (24.0:42.0)[false-City Cargo Bike]:2 19 (2.0:96.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[true-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-Van]:28 20 (28.0:57.0)[true-Van]:19 1 (19.0:19.0)[false-Walker]:13 21 (13.0:98.0)[false-Van]:,SOL:R:Van::R:Van:15::R:Van:3:5:21:6:8::R:Van:26:23:14::R:Van:16:32:7::R:Van:27::R:Walker:4::R:Van:18::R:Van:29:20::R:Van:25:30:24:2::R:Van:17::R:Van:9:10:11:12:31:22::R:Van:28:19:13:,27517.3455,13,119178.7029,366389.3185,1490,364899.3185,7904.911556,NaN,11819.01028,3844.474287,92,8,0,0,97,3,0,0,87,13,0,0,99,1,0,0,AddRoute:Pedestrian:simple
1:1:4:2,65718.83166,1,1,4,2,8 16 (8.0:84.0)[true-City Cargo Bike]:7 12 (7.0:58.0)[true-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[false-Van]:3 21 (3.0:50.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:30 2 (30.0:20.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[true-Van]:2 19 (2.0:96.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-Van]:14 16 (14.0:84.0)[true-Van]:31 14 (31.0:85.0)[true-Van]:11 8 (11.0:3.0)[false-Van]:22 12 (22.0:98.0)[false-City Cargo Bike]:19 1 (19.0:19.0)[true-Van]:9 6 (9.0:14.0)[true-Van]:12 14 (12.0:5.0)[false-Van]:13 21 (13.0:98.0)[false-Van]:15 3 (15.0:61.0)[true-Walker]:16 22 (16.0:1.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:24 8 (24.0:42.0)[false-Van]:23 4 (23.0:5.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:28 20 (28.0:57.0)[true-Van]:25 24 (25.0:61.0)[false-Walker]:26 24 (26.0:9.0)[true-Van]:18 19 (18.0:91.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:8::R:City Cargo Bike:7::R:City Cargo Bike:32::R:City Cargo Bike:4:27::R:City Cargo Bike:3::R:City Cargo Bike:21:30::R:City Cargo Bike:29::R:City Cargo Bike:5::R:Van:20:2:6::R:Van:14::R:Van:31:11:22::R:Van:19::R:Van:9:12:13::R:Walker:15::R:Van:16:10:24:23:17::R:Van:28:25::R:Van:26:18:,65718.83166,18,135778.8638,485922.7092,1460,484462.7092,8851.932719,NaN,15674.9261,4379.963349,44,6,0,50,65,3,0,32,41,4,0,54,72,1,0,27,init
1:1:4:3,-1,1,1,4,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:1:4:4,-1,1,1,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:2:0:0,13585.16915,1,2,0,0,14 16 (14.0:84.0)[false-Van]:22 12 (22.0:98.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-Walker]:32 9 (32.0:98.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[true-Van]:5 19 (5.0:13.0)[true-Van]:15 3 (15.0:61.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:4 6 (4.0:49.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:16 22 (16.0:1.0)[false-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:2 19 (2.0:96.0)[false-Walker]:26 24 (26.0:9.0)[false-Van]:24 8 (24.0:42.0)[false-Van]:23 4 (23.0:5.0)[false-Walker]:7 12 (7.0:58.0)[false-Van]:25 24 (25.0:61.0)[false-Van]:18 19 (18.0:91.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:,SOL:R:Van:14:22:20:13:32::R:Van:31::R:Van:5:15:21:3:4:30:28:19:8::R:Van:9:16:10:11:12:6:27:2::R:Van:26:24:23:7:25:18::R:Van:29:17:,13585.16915,6,67925.84573,204497.5372,720,203777.5372,11804.34623,1259.495976,6596.694748,2191.156314,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,RndSwap:simple
1:2:0:1,19155.48197,1,2,0,1,14 16 (14.0:84.0)[false-Van]:31 14 (31.0:85.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:19 1 (19.0:19.0)[false-Van]:24 8 (24.0:42.0)[false-Van]:5 19 (5.0:13.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:26 24 (26.0:9.0)[false-Van]:23 4 (23.0:5.0)[false-City Cargo Bike]:3 21 (3.0:50.0)[false-Van]:2 19 (2.0:96.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[true-Van]:27 2 (27.0:80.0)[false-Van]:10 16 (10.0:2.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-Van]:12 14 (12.0:5.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:7 12 (7.0:58.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[false-Walker]:18 19 (18.0:91.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-Van]:28 20 (28.0:57.0)[true-Van]:29 15 (29.0:23.0)[false-Van]:25 24 (25.0:61.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-Van]:,SOL:R:Van:14:31:22:20:19:24:5::R:Van:6:21:8:26:23:3:2::R:Van:16:27:10:11:12:32:7:15:4::R:Van:18::R:Van:9:30:17::R:Van:28:29:25:13:,19155.48197,6,95777.40987,288052.2296,720,287332.2296,14400.59346,1316.842805,9292.007407,3089.593867,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,DelRoute:LargeVan:simple
1:2:0:2,68498.67768,1,2,0,2,14 16 (14.0:84.0)[false-Van]:31 14 (31.0:85.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:2 19 (2.0:96.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:7 12 (7.0:58.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:13 21 (13.0:98.0)[false-Van]:10 16 (10.0:2.0)[false-Van]:4 6 (4.0:49.0)[true-Van]:20 24 (20.0:93.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[false-Van]:24 8 (24.0:42.0)[false-Walker]:18 19 (18.0:91.0)[false-Walker]:27 2 (27.0:80.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-Van]:21 8 (21.0:50.0)[true-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[true-Walker]:19 1 (19.0:19.0)[false-City Cargo Bike]:,SOL:R:Van:14:31:22:2:3:30::R:Van:5:6:7:8:13:10::R:Van:4:20:9:24:18:27:11::R:Van:21:32:28:29:25:15:17::R:City Cargo Bike:12::R:City Cargo Bike:23::R:City Cargo Bike:16::R:Walker:26::R:City Cargo Bike:19:,68498.67768,9,134312.057,486938.7036,730,486208.7036,11832.74486,3360.586323,15707.70011,4332.647,44,11,0,44,84,3,0,13,39,12,0,49,84,6,0,10,DelRoute:LargeVan:simple
1:2:0:3,-1,1,2,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1:2:0:4,-1,1,2,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
