Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:3:2:2,-1.0,0,3,2,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:2:3,-1.0,0,3,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:2:4,-1.0,0,3,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:3:0,81412.165661623,0,3,3,0,2 14 (2.0:95.0)[true-Van]:4 16 (4.0:15.0)[false-Van]:3 1 (3.0:45.0)[false-Van]:35 17 (35.0:49.0)[true-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-Van]:39 2 (39.0:81.0)[true-Van]:43 11 (43.0:89.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:26 8 (26.0:89.0)[true-Walker]:22 3 (22.0:49.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[true-Van]:24 17 (24.0:93.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-Walker]:34 25 (34.0:41.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[true-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[true-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[true-Van]:8 5 (8.0:87.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-Van]:40 9 (40.0:57.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:4:3::R:Van:35:37:5::R:Van:39:43:6::R:Walker:26::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:9::R:City Cargo Bike:11::R:Van:31:24:38:41:28:10::R:Walker:30::R:City Cargo Bike:34::R:City Cargo Bike:16::R:City Cargo Bike:19::R:City Cargo Bike:17::R:City Cargo Bike:12::R:City Cargo Bike:32::R:City Cargo Bike:27::R:City Cargo Bike:36::R:City Cargo Bike:14::R:City Cargo Bike:20::R:City Cargo Bike:33::R:City Cargo Bike:21::R:City Cargo Bike:7::R:City Cargo Bike:13::R:City Cargo Bike:18::R:City Cargo Bike:25::R:Van:45:8:42:40:44:29:15:,81412.165661623,28.0,41388.852405042446,272255.34757635643,1820.0,270435.34757635643,10974.8269500478,NaN,6187.6215358262825,940.6557364782374,21.0,7.0,0.0,71.0,50.0,5.0,0.0,45.0,10.0,10.0,0.0,79.0,47.0,5.0,0.0,49.0,RndSwap:simple
0:3:3:1,86769.55208141853,0,3,3,1,4 16 (4.0:15.0)[true-Van]:3 1 (3.0:45.0)[false-Van]:35 17 (35.0:49.0)[true-Van]:21 13 (21.0:93.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-Van]:39 2 (39.0:81.0)[true-Van]:43 11 (43.0:89.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:26 8 (26.0:89.0)[true-Walker]:41 10 (41.0:93.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[true-Van]:24 17 (24.0:93.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-Walker]:34 25 (34.0:41.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[true-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[true-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[true-Van]:42 6 (42.0:17.0)[false-Van]:44 21 (44.0:7.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[false-Van]:29 12 (29.0:13.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:4:3::R:Van:35:21:5::R:Van:39:43:6::R:Walker:26::R:City Cargo Bike:41::R:City Cargo Bike:23::R:City Cargo Bike:9::R:Van:31:24:38:12:28:10::R:Walker:30::R:City Cargo Bike:34::R:City Cargo Bike:16::R:City Cargo Bike:19::R:City Cargo Bike:17::R:City Cargo Bike:37::R:City Cargo Bike:32::R:City Cargo Bike:27::R:City Cargo Bike:14::R:City Cargo Bike:20::R:City Cargo Bike:11::R:City Cargo Bike:7::R:City Cargo Bike:36::R:City Cargo Bike:8::R:City Cargo Bike:13::R:City Cargo Bike:33::R:City Cargo Bike:18::R:City Cargo Bike:25::R:City Cargo Bike:40::R:Van:45:42:44:22:2:29:15:,86769.55208141853,29.0,41388.852405042446,283020.1204159475,1870.0,281150.1204159475,10323.849550149858,NaN,6432.275463998807,940.6557364782374,21.0,7.0,0.0,72.0,48.0,5.0,0.0,48.0,10.0,10.0,0.0,81.0,44.0,5.0,0.0,51.0,AddRoute:LargeVan:simple
0:3:3:2,-1.0,0,3,3,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:3:3,-1.0,0,3,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:3:4,-1.0,0,3,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:4:0,-1.0,0,3,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:4:1,122282.5456938018,0,3,4,1,2 14 (2.0:95.0)[true-Van]:4 16 (4.0:15.0)[false-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-Van]:39 2 (39.0:81.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:26 8 (26.0:89.0)[false-Walker]:41 10 (41.0:93.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-Van]:15 8 (15.0:49.0)[false-Walker]:29 12 (29.0:13.0)[true-Van]:16 21 (16.0:85.0)[false-Walker]:25 22 (25.0:39.0)[true-Walker]:18 24 (18.0:89.0)[false-Walker]:19 20 (19.0:79.0)[false-Walker]:45 24 (45.0:35.0)[false-Walker]:28 20 (28.0:29.0)[false-Walker]:14 7 (14.0:75.0)[false-Walker]:9 1 (9.0:75.0)[false-Van]:13 18 (13.0:39.0)[true-Walker]:7 6 (7.0:29.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:4:37:5:39:43:6::R:Walker:26::R:City Cargo Bike:41::R:City Cargo Bike:44::R:City Cargo Bike:31::R:City Cargo Bike:12::R:City Cargo Bike:40::R:Van:8:15::R:Van:29:16::R:Walker:25::R:Walker:18::R:Walker:19::R:Walker:45::R:Walker:28::R:Walker:14::R:Van:9::R:Walker:13::R:City Cargo Bike:7::R:City Cargo Bike:42:3::R:City Cargo Bike:11::R:City Cargo Bike:17::R:City Cargo Bike:20::R:City Cargo Bike:21::R:City Cargo Bike:30::R:City Cargo Bike:35::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:10::R:City Cargo Bike:27::R:City Cargo Bike:36::R:City Cargo Bike:24::R:City Cargo Bike:32::R:City Cargo Bike:33::R:City Cargo Bike:34::R:City Cargo Bike:38:,122282.5456938018,36.0,39054.26211480098,348256.1728860861,2150.0,346106.1728860861,10940.43480114874,NaN,7914.9130201383205,887.5968662454768,14.0,22.0,0.0,64.0,27.0,18.0,0.0,55.0,6.0,24.0,0.0,70.0,23.0,23.0,0.0,55.0,RndSwap:simple
0:3:4:2,-1.0,0,3,4,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:4:3,-1.0,0,3,4,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:3:4:4,-1.0,0,3,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:0:0,29105.752486010264,0,4,0,0,2 14 (2.0:95.0)[true-Van]:4 16 (4.0:15.0)[false-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-Van]:39 2 (39.0:81.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:8 5 (8.0:87.0)[false-Van]:44 21 (44.0:7.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Walker]:22 3 (22.0:49.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-Walker]:25 22 (25.0:39.0)[true-Van]:16 21 (16.0:85.0)[false-Walker]:18 24 (18.0:89.0)[false-Walker]:45 24 (45.0:35.0)[false-Walker]:14 7 (14.0:75.0)[false-Walker]:9 1 (9.0:75.0)[false-Van]:13 18 (13.0:39.0)[true-Walker]:20 19 (20.0:45.0)[false-Van]:17 8 (17.0:89.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-Van]:33 14 (33.0:67.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Van]:11 20 (11.0:73.0)[false-Walker]:23 26 (23.0:63.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-Walker]:21 13 (21.0:93.0)[true-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-Walker]:27 16 (27.0:47.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:4:37:5:39:43:6::R:Van:8:44:26:22:41:31:12:40:15::R:Van:25:16:18:45:14:9::R:Walker:13::R:Van:20:17:7:33:42:36:38:10::R:Walker:11::R:City Cargo Bike:23::R:City Cargo Bike:24::R:Walker:19::R:Van:21:32:28:29:30:35:3::R:City Cargo Bike:27::R:City Cargo Bike:34:,29105.752486010264,13.0,37908.45352607602,157843.48413981817,1070.0,156773.48413981817,14547.731422093635,NaN,3587.351912268595,861.5557619562732,46.0,23.0,0.0,31.0,84.0,7.0,0.0,9.0,26.0,25.0,0.0,49.0,78.0,9.0,0.0,13.0,RndSwap:simple
0:4:0:1,-1.0,0,4,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:0:2,-1.0,0,4,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:0:3,-1.0,0,4,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:0:4,-1.0,0,4,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:1:0,34689.65446901298,0,4,1,0,2 14 (2.0:95.0)[true-Van]:5 23 (5.0:39.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Walker]:8 5 (8.0:87.0)[false-Van]:41 10 (41.0:93.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Walker]:44 21 (44.0:7.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-Walker]:16 21 (16.0:85.0)[false-Walker]:14 7 (14.0:75.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[true-Van]:27 16 (27.0:47.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-Walker]:43 11 (43.0:89.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-Walker]:9 1 (9.0:75.0)[false-Van]:13 18 (13.0:39.0)[true-Walker]:20 19 (20.0:45.0)[false-Van]:33 14 (33.0:67.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-Walker]:21 13 (21.0:93.0)[true-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-Walker]:,SOL:R:Van::R:Van:2:5:4:12:37:6::R:City Cargo Bike:39:7::R:City Cargo Bike:24::R:City Cargo Bike:19::R:City Cargo Bike:34::R:Walker:10::R:Van:8:41:17:22:26:44:31:40:42:15::R:Walker:16::R:City Cargo Bike:14::R:City Cargo Bike:23::R:Van:25:27:18:43:45:9::R:Walker:13::R:Van:20:33:36:38:11::R:Van:21:32:28:29:30:35:3:,34689.65446901298,15.0,41088.50869912266,177379.43155574493,1170.0,176209.43155574493,12975.104850485775,NaN,4031.350717176021,933.8297431618787,40.0,20.0,0.0,40.0,77.0,7.0,0.0,16.0,24.0,20.0,0.0,56.0,76.0,8.0,0.0,16.0,RndSwap:simple
0:4:1:1,86580.12190791105,0,4,1,1,4 16 (4.0:15.0)[false-Van]:2 14 (2.0:95.0)[false-Van]:22 3 (22.0:49.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-Van]:35 17 (35.0:49.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-Van]:10 13 (10.0:65.0)[false-Van]:17 8 (17.0:89.0)[false-Van]:14 7 (14.0:75.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:26 8 (26.0:89.0)[false-Walker]:41 10 (41.0:93.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-Walker]:16 21 (16.0:85.0)[false-Walker]:25 22 (25.0:39.0)[true-City Cargo Bike]:18 24 (18.0:89.0)[false-Walker]:19 20 (19.0:79.0)[false-Walker]:24 17 (24.0:93.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-Walker]:13 18 (13.0:39.0)[true-Walker]:20 19 (20.0:45.0)[false-Van]:33 14 (33.0:67.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-Walker]:27 16 (27.0:47.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[true-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-Walker]:9 1 (9.0:75.0)[false-Van]:34 25 (34.0:41.0)[false-City Cargo Bike]:,SOL:R:Van:4:2:22:5:35:8:7:10::R:Van:17:14:37:32:39:43:6:26:41::R:City Cargo Bike:44::R:City Cargo Bike:31::R:City Cargo Bike:12::R:City Cargo Bike:40::R:Walker:15::R:Walker:16::R:City Cargo Bike:25::R:Walker:18::R:Walker:19::R:City Cargo Bike:24::R:Walker:45::R:Walker:13::R:Van:20:33:42:36:38:11::R:City Cargo Bike:27::R:City Cargo Bike:23::R:City Cargo Bike:21::R:City Cargo Bike:28::R:City Cargo Bike:29::R:City Cargo Bike:30::R:Walker:3:9::R:City Cargo Bike:34:,86580.12190791105,23.0,41571.75549621824,282606.80810598953,1360.0,281246.80810598953,13459.858292642637,2365.8203594914507,6422.882002408853,944.812624914051,13.0,30.0,0.0,57.0,52.0,18.0,0.0,30.0,10.0,25.0,0.0,65.0,44.0,18.0,0.0,37.0,RndSwap:simple
0:4:1:2,-1.0,0,4,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:1:3,-1.0,0,4,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:1:4,-1.0,0,4,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
0:4:2:0,58005.844356531234,0,4,2,0,2 14 (2.0:95.0)[true-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:5 23 (5.0:39.0)[false-Van]:39 2 (39.0:81.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Walker]:8 5 (8.0:87.0)[false-Van]:29 12 (29.0:13.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Walker]:22 3 (22.0:49.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[true-Van]:24 17 (24.0:93.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[true-Van]:36 19 (36.0:57.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[true-City Cargo Bike]:27 16 (27.0:47.0)[true-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[true-Van]:42 6 (42.0:17.0)[false-Van]:21 13 (21.0:93.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-Walker]:,SOL:R:Van::R:Van:2:37:4:5:39:43:6::R:Van:8:29:26:22:41:23:7:9::R:Van:31:24:38:28:10::R:City Cargo Bike:34::R:City Cargo Bike:16::R:City Cargo Bike:19::R:City Cargo Bike:17::R:City Cargo Bike:12::R:Van:32:36:3::R:City Cargo Bike:13::R:City Cargo Bike:27::R:City Cargo Bike:14::R:City Cargo Bike:20::R:City Cargo Bike:35::R:City Cargo Bike:33::R:City Cargo Bike:18::R:City Cargo Bike:25::R:Van:45:42:21:40:44:15::R:City Cargo Bike:11::R:Walker:30:,58005.844356531234,21.0,37908.453526076024,216043.66788086016,1470.0,214573.66788086016,13207.056689112516,NaN,4910.08336092864,861.5557619562733,29.0,5.0,0.0,67.0,66.0,2.0,0.0,32.0,13.0,8.0,0.0,79.0,58.0,3.0,0.0,39.0,RndSwap:simple
