Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
1:3:0:1,68494.97966952248,1,3,0,1,2 4 (2.0:7.0)[false-Van]:36 6 (36.0:65.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-Van]:50 2 (50.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-Van]:9 20 (9.0:11.0)[false-Van]:11 7 (11.0:59.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-City Cargo Bike]:34 21 (34.0:97.0)[true-Van]:15 11 (15.0:87.0)[false-City Cargo Bike]:3 18 (3.0:27.0)[true-Van]:6 5 (6.0:19.0)[false-City Cargo Bike]:10 19 (10.0:21.0)[false-City Cargo Bike]:7 9 (7.0:59.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:17 5 (17.0:59.0)[true-Van]:18 21 (18.0:67.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Walker]:21 15 (21.0:59.0)[false-City Cargo Bike]:22 15 (22.0:95.0)[false-Van]:40 15 (40.0:45.0)[false-City Cargo Bike]:23 14 (23.0:73.0)[false-City Cargo Bike]:24 19 (24.0:41.0)[true-Van]:37 23 (37.0:19.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-City Cargo Bike]:28 6 (28.0:5.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[false-City Cargo Bike]:19 20 (19.0:27.0)[false-City Cargo Bike]:26 21 (26.0:59.0)[true-Van]:39 26 (39.0:17.0)[false-City Cargo Bike]:29 24 (29.0:71.0)[false-City Cargo Bike]:12 18 (12.0:99.0)[false-City Cargo Bike]:30 14 (30.0:37.0)[true-Van]:44 22 (44.0:23.0)[false-Van]:42 23 (42.0:19.0)[false-City Cargo Bike]:32 2 (32.0:19.0)[false-City Cargo Bike]:38 14 (38.0:59.0)[false-City Cargo Bike]:35 15 (35.0:31.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[true-City Cargo Bike]:43 7 (43.0:23.0)[false-City Cargo Bike]:48 2 (48.0:35.0)[false-City Cargo Bike]:54 10 (54.0:83.0)[true-Van]:53 4 (53.0:49.0)[false-Van]:56 4 (56.0:85.0)[false-City Cargo Bike]:59 2 (59.0:83.0)[false-Van]:52 12 (52.0:63.0)[false-City Cargo Bike]:61 18 (61.0:45.0)[false-City Cargo Bike]:55 23 (55.0:41.0)[false-City Cargo Bike]:58 17 (58.0:57.0)[false-Van]:16 10 (16.0:79.0)[false-City Cargo Bike]:63 8 (63.0:45.0)[false-City Cargo Bike]:14 2 (14.0:53.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-Van]:49 15 (49.0:21.0)[false-City Cargo Bike]:62 19 (62.0:41.0)[false-City Cargo Bike]:46 20 (46.0:11.0)[false-City Cargo Bike]:60 20 (60.0:1.0)[false-City Cargo Bike]:51 21 (51.0:71.0)[false-City Cargo Bike]:,SOL:R:Van:2:36:4:50:5:9:11:27::R:Van:34:15::R:Van:3:6:10:7:13:8::R:City Cargo Bike:45::R:City Cargo Bike:31::R:Van:17:18:20:21:22:40:23::R:Van:24:37:25:28:41:33::R:City Cargo Bike:19::R:Van:26:39:29:12::R:Van:30:44:42:32:38:35::R:City Cargo Bike:57::R:City Cargo Bike:43:48::R:Van:54:53:56:59:52:61:55:58:16::R:City Cargo Bike:63:14::R:Van:47:49:62:46:60:51:,68494.97966952248,15.0,153649.61070594154,537858.947174493,1380.0,536478.947174493,14389.487585963077,1896.7786417405848,8675.144309266016,2478.219527515186,60.0,0.0,0.0,40.0,87.0,0.0,0.0,13.0,45.0,0.0,0.0,55.0,88.0,0.0,0.0,12.0,DelRoute:LargeVan:simple
1:3:0:2,-1.0,1,3,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:0:3,-1.0,1,3,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:0:4,-1.0,1,3,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:1:0,31779.787571213394,1,3,1,0,21 15 (21.0:59.0)[true-Van]:23 14 (23.0:73.0)[false-Van]:2 4 (2.0:7.0)[true-Van]:43 7 (43.0:23.0)[false-Van]:4 22 (4.0:21.0)[false-Walker]:36 6 (36.0:65.0)[false-Van]:56 4 (56.0:85.0)[false-Van]:3 18 (3.0:27.0)[false-Van]:48 2 (48.0:35.0)[false-Van]:5 14 (5.0:33.0)[false-Van]:13 20 (13.0:71.0)[false-City Cargo Bike]:6 5 (6.0:19.0)[false-Van]:63 8 (63.0:45.0)[false-Walker]:7 9 (7.0:59.0)[false-Van]:25 22 (25.0:3.0)[true-Van]:9 20 (9.0:11.0)[false-Van]:10 19 (10.0:21.0)[false-Walker]:14 2 (14.0:53.0)[false-Van]:40 15 (40.0:45.0)[false-Van]:15 11 (15.0:87.0)[false-Van]:18 21 (18.0:67.0)[true-Walker]:62 19 (62.0:41.0)[true-Van]:19 20 (19.0:27.0)[false-Walker]:22 15 (22.0:95.0)[false-Van]:24 19 (24.0:41.0)[true-Van]:54 10 (54.0:83.0)[false-Walker]:59 2 (59.0:83.0)[false-Walker]:26 21 (26.0:59.0)[false-Van]:27 22 (27.0:83.0)[false-Van]:28 6 (28.0:5.0)[true-Van]:35 15 (35.0:31.0)[false-Van]:11 7 (11.0:59.0)[false-Van]:29 24 (29.0:71.0)[false-Van]:30 14 (30.0:37.0)[false-Van]:31 14 (31.0:29.0)[false-Van]:33 15 (33.0:83.0)[false-Van]:34 21 (34.0:97.0)[true-Van]:39 26 (39.0:17.0)[false-Van]:37 23 (37.0:19.0)[false-Van]:38 14 (38.0:59.0)[false-Van]:41 15 (41.0:89.0)[false-Van]:20 1 (20.0:81.0)[false-Van]:42 23 (42.0:19.0)[false-Van]:44 22 (44.0:23.0)[false-Van]:45 26 (45.0:83.0)[false-Van]:46 20 (46.0:11.0)[false-Van]:8 7 (8.0:69.0)[false-Van]:47 3 (47.0:17.0)[false-Van]:17 5 (17.0:59.0)[false-Van]:49 15 (49.0:21.0)[false-City Cargo Bike]:50 2 (50.0:21.0)[false-Van]:51 21 (51.0:71.0)[false-Van]:52 12 (52.0:63.0)[false-Van]:53 4 (53.0:49.0)[false-Van]:60 20 (60.0:1.0)[false-City Cargo Bike]:12 18 (12.0:99.0)[false-Van]:32 2 (32.0:19.0)[false-Van]:58 17 (58.0:57.0)[false-Walker]:55 23 (55.0:41.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:61 18 (61.0:45.0)[false-Walker]:16 10 (16.0:79.0)[false-Van]:,SOL:R:Van::R:Van:21:23::R:Van:2:43:4:36:56:3:48:5:13::R:Van:6:63:7::R:Van:25:9:10:14:40:15::R:Walker:18::R:Van:62:19:22::R:Van:24:54:59:26:27::R:Van:28:35:11:29:30:31:33::R:Van:34:39:37:38:41:20::R:Van:42:44:45:46:8::R:Van:47:17:49:50:51:52:53:60:12::R:Van:32:58:55:57:61:16:,31779.787571213394,13.0,142736.60799980568,436164.7559419215,1490.0,434674.7559419215,16283.724269222559,NaN,7034.915418418089,2302.2033548355753,92.0,8.0,0.0,0.0,98.0,2.0,0.0,0.0,90.0,10.0,0.0,0.0,98.0,2.0,0.0,0.0,AddRoute:Pedestrian:simple
1:3:1:1,68458.09394866685,1,3,1,1,2 4 (2.0:7.0)[true-Van]:3 18 (3.0:27.0)[false-City Cargo Bike]:10 19 (10.0:21.0)[false-City Cargo Bike]:59 2 (59.0:83.0)[false-Van]:5 14 (5.0:33.0)[false-City Cargo Bike]:6 5 (6.0:19.0)[false-City Cargo Bike]:7 9 (7.0:59.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Walker]:34 21 (34.0:97.0)[false-City Cargo Bike]:12 18 (12.0:99.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:11 7 (11.0:59.0)[true-Van]:60 20 (60.0:1.0)[false-Van]:49 15 (49.0:21.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:36 6 (36.0:65.0)[false-City Cargo Bike]:16 10 (16.0:79.0)[false-City Cargo Bike]:17 5 (17.0:59.0)[true-City Cargo Bike]:22 15 (22.0:95.0)[false-Van]:24 19 (24.0:41.0)[false-City Cargo Bike]:37 23 (37.0:19.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-City Cargo Bike]:28 6 (28.0:5.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[true-Van]:26 21 (26.0:59.0)[false-City Cargo Bike]:29 24 (29.0:71.0)[true-City Cargo Bike]:30 14 (30.0:37.0)[false-Walker]:14 2 (14.0:53.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[true-Van]:19 20 (19.0:27.0)[false-City Cargo Bike]:9 20 (9.0:11.0)[false-City Cargo Bike]:42 23 (42.0:19.0)[false-Van]:32 2 (32.0:19.0)[false-City Cargo Bike]:38 14 (38.0:59.0)[false-City Cargo Bike]:35 15 (35.0:31.0)[true-Van]:8 7 (8.0:69.0)[false-City Cargo Bike]:40 15 (40.0:45.0)[false-City Cargo Bike]:39 26 (39.0:17.0)[false-City Cargo Bike]:48 2 (48.0:35.0)[false-City Cargo Bike]:43 7 (43.0:23.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-City Cargo Bike]:50 2 (50.0:21.0)[false-City Cargo Bike]:18 21 (18.0:67.0)[false-City Cargo Bike]:51 21 (51.0:71.0)[true-City Cargo Bike]:52 12 (52.0:63.0)[false-Van]:46 20 (46.0:11.0)[false-City Cargo Bike]:23 14 (23.0:73.0)[false-City Cargo Bike]:53 4 (53.0:49.0)[true-Van]:55 23 (55.0:41.0)[false-Van]:56 4 (56.0:85.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:58 17 (58.0:57.0)[false-Van]:15 11 (15.0:87.0)[false-City Cargo Bike]:61 18 (61.0:45.0)[false-Van]:54 10 (54.0:83.0)[false-City Cargo Bike]:63 8 (63.0:45.0)[false-Walker]:62 19 (62.0:41.0)[false-Walker]:44 22 (44.0:23.0)[false-Van]:21 15 (21.0:59.0)[false-Van]:,SOL:R:Van::R:Van:2:3:10:59:5:6:7:4:20::R:City Cargo Bike:34::R:City Cargo Bike:12::R:City Cargo Bike:45::R:Van:11:60:49:31:36:16::R:City Cargo Bike:17::R:Van:22:24:37:25:28:41::R:Van:33:26::R:City Cargo Bike:29::R:Walker:30::R:City Cargo Bike:14::R:City Cargo Bike:27::R:Van:13:19:9:42:32:38::R:Van:35:8:40:39:48:43:47:50:18::R:City Cargo Bike:51::R:Van:52:46:23::R:Van:53:55:56:57:58:15::R:Van:61:54:63:62:44:21:,68458.09394866685,19.0,153607.31656220485,537945.2109590664,1650.0,536295.2109590664,14781.219689932273,NaN,8676.535660630103,2477.53736390653,53.0,5.0,0.0,42.0,85.0,2.0,0.0,13.0,45.0,10.0,0.0,46.0,82.0,2.0,0.0,16.0,RndSwap:simple
1:3:1:2,176852.38081613882,1,3,1,2,2 4 (2.0:7.0)[false-Van]:3 18 (3.0:27.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[true-Van]:7 9 (7.0:59.0)[false-City Cargo Bike]:9 20 (9.0:11.0)[false-Van]:16 10 (16.0:79.0)[false-City Cargo Bike]:6 5 (6.0:19.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[false-City Cargo Bike]:11 7 (11.0:59.0)[false-City Cargo Bike]:62 19 (62.0:41.0)[false-Van]:13 20 (13.0:71.0)[false-Van]:57 24 (57.0:77.0)[false-City Cargo Bike]:19 20 (19.0:27.0)[false-City Cargo Bike]:14 2 (14.0:53.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[false-City Cargo Bike]:36 6 (36.0:65.0)[true-Van]:27 22 (27.0:83.0)[false-Walker]:15 11 (15.0:87.0)[false-City Cargo Bike]:49 15 (49.0:21.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:32 2 (32.0:19.0)[false-Walker]:20 1 (20.0:81.0)[false-Walker]:21 15 (21.0:59.0)[false-Walker]:23 14 (23.0:73.0)[false-Walker]:24 19 (24.0:41.0)[false-Walker]:25 22 (25.0:3.0)[false-Walker]:18 21 (18.0:67.0)[true-City Cargo Bike]:26 21 (26.0:59.0)[false-Walker]:33 15 (33.0:83.0)[false-City Cargo Bike]:34 21 (34.0:97.0)[false-City Cargo Bike]:29 24 (29.0:71.0)[false-City Cargo Bike]:30 14 (30.0:37.0)[false-City Cargo Bike]:53 4 (53.0:49.0)[true-City Cargo Bike]:56 4 (56.0:85.0)[false-City Cargo Bike]:52 12 (52.0:63.0)[false-City Cargo Bike]:54 10 (54.0:83.0)[true-City Cargo Bike]:39 26 (39.0:17.0)[false-Walker]:17 5 (17.0:59.0)[false-City Cargo Bike]:55 23 (55.0:41.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:35 15 (35.0:31.0)[false-City Cargo Bike]:38 14 (38.0:59.0)[true-Van]:61 18 (61.0:45.0)[false-City Cargo Bike]:59 2 (59.0:83.0)[false-Van]:42 23 (42.0:19.0)[false-City Cargo Bike]:22 15 (22.0:95.0)[false-Walker]:12 18 (12.0:99.0)[false-City Cargo Bike]:40 15 (40.0:45.0)[true-City Cargo Bike]:43 7 (43.0:23.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[true-City Cargo Bike]:48 2 (48.0:35.0)[false-Van]:63 8 (63.0:45.0)[false-Walker]:28 6 (28.0:5.0)[false-Van]:37 23 (37.0:19.0)[false-Van]:44 22 (44.0:23.0)[false-Van]:46 20 (46.0:11.0)[false-Van]:50 2 (50.0:21.0)[false-Van]:51 21 (51.0:71.0)[false-Van]:10 19 (10.0:21.0)[false-City Cargo Bike]:60 20 (60.0:1.0)[false-City Cargo Bike]:58 17 (58.0:57.0)[false-Walker]:,SOL:R:Van:2:3:4::R:Van:5:7:9:16:6:8:11:62::R:Van:13:57:19:14:41::R:Van:36:27:15:49:31:32:20:21:23::R:Walker:24::R:Walker:25::R:City Cargo Bike:18::R:Walker:26::R:City Cargo Bike:33::R:City Cargo Bike:34::R:City Cargo Bike:29::R:City Cargo Bike:30::R:City Cargo Bike:53:56::R:City Cargo Bike:52::R:City Cargo Bike:54::R:Walker:39::R:City Cargo Bike:17::R:City Cargo Bike:55::R:City Cargo Bike:45::R:City Cargo Bike:35::R:Van:38:61:59:42:22:12::R:City Cargo Bike:40::R:City Cargo Bike:43::R:City Cargo Bike:47:48::R:Walker:63::R:Van:28:37:44:46:50:51::R:City Cargo Bike:10::R:City Cargo Bike:60::R:Walker:58:,176852.38081613882,29.0,153479.0402223835,754620.266210475,1870.0,752750.266210475,13723.514146020796,3470.660405768417,12171.294616297984,2475.468390683605,21.0,21.0,0.0,59.0,60.0,10.0,0.0,31.0,17.0,25.0,0.0,58.0,57.0,13.0,0.0,30.0,DelRoute:LargeVan:simple
1:3:1:3,-1.0,1,3,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:1:4,-1.0,1,3,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:2:0,70081.36018894124,1,3,2,0,11 7 (11.0:59.0)[true-Van]:3 18 (3.0:27.0)[false-Van]:61 18 (61.0:45.0)[false-Van]:6 5 (6.0:19.0)[false-City Cargo Bike]:2 4 (2.0:7.0)[false-City Cargo Bike]:59 2 (59.0:83.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-City Cargo Bike]:7 9 (7.0:59.0)[false-City Cargo Bike]:48 2 (48.0:35.0)[false-Van]:17 5 (17.0:59.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[false-City Cargo Bike]:9 20 (9.0:11.0)[true-Van]:10 19 (10.0:21.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-Walker]:14 2 (14.0:53.0)[false-Van]:40 15 (40.0:45.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-Walker]:15 11 (15.0:87.0)[false-City Cargo Bike]:49 15 (49.0:21.0)[true-Van]:46 20 (46.0:11.0)[false-Van]:18 21 (18.0:67.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[true-City Cargo Bike]:33 15 (33.0:83.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[true-Van]:31 14 (31.0:29.0)[false-City Cargo Bike]:28 6 (28.0:5.0)[false-Walker]:16 10 (16.0:79.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[true-City Cargo Bike]:36 6 (36.0:65.0)[false-City Cargo Bike]:34 21 (34.0:97.0)[false-Walker]:53 4 (53.0:49.0)[false-Van]:44 22 (44.0:23.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Van]:19 20 (19.0:27.0)[true-Van]:35 15 (35.0:31.0)[false-Walker]:30 14 (30.0:37.0)[false-City Cargo Bike]:56 4 (56.0:85.0)[false-City Cargo Bike]:52 12 (52.0:63.0)[false-City Cargo Bike]:29 24 (29.0:71.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-City Cargo Bike]:26 21 (26.0:59.0)[true-City Cargo Bike]:54 10 (54.0:83.0)[true-City Cargo Bike]:32 2 (32.0:19.0)[true-Van]:43 7 (43.0:23.0)[false-Van]:63 8 (63.0:45.0)[false-Walker]:62 19 (62.0:41.0)[false-Van]:39 26 (39.0:17.0)[false-Walker]:58 17 (58.0:57.0)[false-City Cargo Bike]:23 14 (23.0:73.0)[false-City Cargo Bike]:38 14 (38.0:59.0)[false-City Cargo Bike]:24 19 (24.0:41.0)[true-Van]:22 15 (22.0:95.0)[false-Walker]:37 23 (37.0:19.0)[true-Van]:42 23 (42.0:19.0)[false-Walker]:41 15 (41.0:89.0)[false-City Cargo Bike]:21 15 (21.0:59.0)[false-Van]:50 2 (50.0:21.0)[true-Van]:51 21 (51.0:71.0)[false-Walker]:55 23 (55.0:41.0)[false-Walker]:60 20 (60.0:1.0)[false-Walker]:12 18 (12.0:99.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:11:3:61:6:2:59:4:5:7::R:Van:48:17:8::R:Van:9:10:25:14:40:47:15::R:Van:49:46:18::R:City Cargo Bike:13::R:City Cargo Bike:33::R:Van:45:31:28:16::R:City Cargo Bike:57::R:City Cargo Bike:36::R:Walker:34::R:Van:53:44:20::R:Van:19:35:30:56:52:29::R:City Cargo Bike:27::R:City Cargo Bike:26::R:City Cargo Bike:54::R:Van:32:43:63:62:39:58:23::R:City Cargo Bike:38::R:Van:24:22::R:Van:37:42:41:21::R:Van:50:51:55:60:12:,70081.36018894124,21.0,152119.04695570518,537562.2424627158,1890.0,535672.2424627158,14389.790493001366,NaN,8670.358749398643,2453.5330154146,57.0,5.0,0.0,38.0,85.0,2.0,0.0,13.0,43.0,5.0,0.0,51.0,82.0,2.0,0.0,15.0,RndSwap:simple
1:3:2:1,71369.55056928494,1,3,2,1,11 7 (11.0:59.0)[true-Van]:3 18 (3.0:27.0)[false-Van]:61 18 (61.0:45.0)[false-Van]:6 5 (6.0:19.0)[false-City Cargo Bike]:2 4 (2.0:7.0)[false-City Cargo Bike]:59 2 (59.0:83.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-City Cargo Bike]:7 9 (7.0:59.0)[false-City Cargo Bike]:48 2 (48.0:35.0)[false-Van]:17 5 (17.0:59.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[false-City Cargo Bike]:9 20 (9.0:11.0)[true-Van]:10 19 (10.0:21.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-Walker]:14 2 (14.0:53.0)[false-Van]:40 15 (40.0:45.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-Walker]:15 11 (15.0:87.0)[false-City Cargo Bike]:49 15 (49.0:21.0)[true-Van]:46 20 (46.0:11.0)[false-Van]:18 21 (18.0:67.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[true-City Cargo Bike]:45 26 (45.0:83.0)[true-Van]:31 14 (31.0:29.0)[false-City Cargo Bike]:28 6 (28.0:5.0)[false-Walker]:16 10 (16.0:79.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[true-City Cargo Bike]:36 6 (36.0:65.0)[false-City Cargo Bike]:34 21 (34.0:97.0)[false-Walker]:53 4 (53.0:49.0)[false-Van]:44 22 (44.0:23.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Van]:19 20 (19.0:27.0)[true-Van]:35 15 (35.0:31.0)[false-Walker]:38 14 (38.0:59.0)[false-City Cargo Bike]:56 4 (56.0:85.0)[false-City Cargo Bike]:52 12 (52.0:63.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[false-City Cargo Bike]:29 24 (29.0:71.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-City Cargo Bike]:26 21 (26.0:59.0)[true-City Cargo Bike]:54 10 (54.0:83.0)[true-City Cargo Bike]:30 14 (30.0:37.0)[false-City Cargo Bike]:32 2 (32.0:19.0)[true-Van]:43 7 (43.0:23.0)[false-Van]:63 8 (63.0:45.0)[false-Walker]:62 19 (62.0:41.0)[false-Van]:39 26 (39.0:17.0)[false-Walker]:58 17 (58.0:57.0)[false-City Cargo Bike]:23 14 (23.0:73.0)[false-City Cargo Bike]:24 19 (24.0:41.0)[true-Van]:22 15 (22.0:95.0)[false-Walker]:37 23 (37.0:19.0)[true-Van]:42 23 (42.0:19.0)[false-Walker]:41 15 (41.0:89.0)[false-City Cargo Bike]:21 15 (21.0:59.0)[false-Van]:50 2 (50.0:21.0)[true-Van]:51 21 (51.0:71.0)[false-Walker]:55 23 (55.0:41.0)[false-Walker]:60 20 (60.0:1.0)[false-Walker]:12 18 (12.0:99.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:11:3:61:6:2:59:4:5:7::R:Van:48:17:8::R:Van:9:10:25:14:40:47:15::R:Van:49:46:18::R:City Cargo Bike:13::R:Van:45:31:28:16::R:City Cargo Bike:57::R:City Cargo Bike:36::R:Walker:34::R:Van:53:44:20::R:Van:19:35:38:56:52:33::R:City Cargo Bike:29::R:City Cargo Bike:27::R:City Cargo Bike:26::R:City Cargo Bike:54::R:City Cargo Bike:30::R:Van:32:43:63:62:39:58:23::R:Van:24:22::R:Van:37:42:41:21::R:Van:50:51:55:60:12:,71369.55056928494,21.0,151558.48752996232,538681.1687164719,1890.0,536791.1687164719,14389.790493001366,NaN,8688.40594703987,2444.491734354231,57.0,5.0,0.0,38.0,85.0,2.0,0.0,13.0,42.0,5.0,0.0,52.0,81.0,2.0,0.0,16.0,RndSwap:simple
