Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
2:4:2:4,-1.0,2,4,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:3:0,-1.0,2,4,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:3:1,69525.34847564483,2,4,3,1,32 16 (32.0:41.0)[true-Van]:27 15 (27.0:61.0)[false-Van]:61 22 (61.0:31.0)[true-Van]:58 25 (58.0:40.0)[false-Van]:44 10 (44.0:99.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-Walker]:16 20 (16.0:71.0)[true-Van]:55 10 (55.0:41.0)[true-Van]:10 16 (10.0:46.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[true-Van]:4 26 (4.0:91.0)[true-Van]:9 15 (9.0:21.0)[true-Van]:42 2 (42.0:55.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-Walker]:59 16 (59.0:20.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-Van]:13 22 (13.0:41.0)[false-Van]:18 26 (18.0:61.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-Van]:17 21 (17.0:39.0)[false-Van]:57 25 (57.0:60.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-Van]:23 21 (23.0:19.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:7 17 (7.0:20.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-Walker]:25 12 (25.0:36.0)[false-Van]:31 17 (31.0:76.0)[false-Walker]:40 2 (40.0:75.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[true-Van]:22 5 (22.0:40.0)[false-Van]:35 12 (35.0:15.0)[false-Van]:52 6 (52.0:25.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-Van]:56 25 (56.0:6.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-Van]:47 63 (47.0:30.0)[true-Van]:49 21 (49.0:75.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-Van]:24 17 (24.0:34.0)[false-Van]:21 11 (21.0:65.0)[false-Van]:38 21 (38.0:34.0)[true-Walker]:39 16 (39.0:74.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-Walker]:33 15 (33.0:35.0)[true-Van]:50 7 (50.0:71.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[true-Van]:60 5 (60.0:94.0)[false-Van]:54 17 (54.0:60.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-Walker]:43 6 (43.0:100.0)[true-Walker]:63 6 (63.0:56.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-Walker]:3 20 (3.0:46.0)[false-Van]:5 17 (5.0:70.0)[false-Van]:,SOL:R:Van::R:Van:32:27::R:Van:61:58:44:14::R:Van:16::R:Van:55:10::R:Van:2::R:Van:4::R:Van:9:42:34:41:59:46:12:51:13::R:City Cargo Bike:18::R:Van:29:17:57:11::R:Van:23:48:7:36:25:31::R:City Cargo Bike:40::R:Van:28:22:35:52:62:56:20::R:Van:26::R:Van:47:49:19::R:Van:24:21::R:Walker:38::R:City Cargo Bike:39::R:Walker:8::R:Van:33:50:37:45:6::R:Van:53:60:54:15::R:Walker:43::R:City Cargo Bike:63:30::R:Van:3:5:,69525.34847564483,24.0,198589.84424055502,657774.2919767328,2390.0,655384.2919767328,15240.285372971926,NaN,10609.262773818271,3203.0620038799198,71.0,13.0,0.0,17.0,87.0,5.0,0.0,8.0,57.0,22.0,0.0,21.0,91.0,3.0,0.0,6.0,CrossOver:simple
2:4:3:2,74821.15977353867,2,4,3,2,32 16 (32.0:41.0)[true-Van]:27 15 (27.0:61.0)[false-Van]:61 22 (61.0:31.0)[true-Van]:59 16 (59.0:20.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:44 10 (44.0:99.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-Walker]:10 16 (10.0:46.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[true-Van]:9 15 (9.0:21.0)[true-Van]:63 6 (63.0:56.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:22 5 (22.0:40.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-Van]:53 26 (53.0:85.0)[true-Van]:17 21 (17.0:39.0)[false-Van]:57 25 (57.0:60.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-Van]:23 21 (23.0:19.0)[false-Van]:48 10 (48.0:21.0)[false-Van]:7 17 (7.0:20.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-Walker]:21 11 (21.0:65.0)[false-Van]:6 5 (6.0:86.0)[true-Van]:5 17 (5.0:70.0)[true-Van]:13 22 (13.0:41.0)[true-Van]:33 15 (33.0:35.0)[false-City Cargo Bike]:3 20 (3.0:46.0)[false-Walker]:28 21 (28.0:19.0)[true-Van]:35 12 (35.0:15.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-Van]:56 25 (56.0:6.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[true-Walker]:25 12 (25.0:36.0)[false-Van]:16 20 (16.0:71.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[true-Van]:47 63 (47.0:30.0)[true-Van]:49 21 (49.0:75.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-Walker]:50 7 (50.0:71.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[true-Van]:42 2 (42.0:55.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:32:27::R:Van:61:59:58:44:41:10::R:City Cargo Bike:2::R:Van:31::R:Van:9:63:34:45:46:22:12:51:43:4::R:City Cargo Bike:18::R:Van:29::R:Van:53:17:57:11::R:Van:23:48:7:8:36:21::R:Van:6::R:Van:5::R:Van:13:33:3::R:Van:28:35:52:62:56:20::R:Walker:26::R:Van:25:16::R:Van:15::R:Van:47:49:19::R:Walker:14::R:City Cargo Bike:50::R:City Cargo Bike:24::R:City Cargo Bike:37::R:City Cargo Bike:40:60::R:City Cargo Bike:39::R:Van:38:42:55:54:30:,74821.15977353867,25.0,198619.3534101858,668422.6384135606,2370.0,666052.6384135606,14771.250477786925,NaN,10781.010296992912,3203.5379582288033,64.0,8.0,0.0,28.0,84.0,3.0,0.0,13.0,53.0,7.0,0.0,40.0,85.0,4.0,0.0,11.0,RndSwap:simple
2:4:3:3,175262.9197046027,2,4,3,3,38 21 (38.0:34.0)[true-Van]:2 11 (2.0:60.0)[false-City Cargo Bike]:3 20 (3.0:46.0)[true-Van]:27 15 (27.0:61.0)[false-Van]:32 16 (32.0:41.0)[true-City Cargo Bike]:4 26 (4.0:91.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[true-Van]:5 17 (5.0:70.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:7 17 (7.0:20.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:22 5 (22.0:40.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[true-Van]:35 12 (35.0:15.0)[false-City Cargo Bike]:61 22 (61.0:31.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:62 17 (62.0:40.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[true-Walker]:41 6 (41.0:65.0)[false-Walker]:28 21 (28.0:19.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-Van]:14 25 (14.0:60.0)[false-Walker]:57 25 (57.0:60.0)[false-City Cargo Bike]:48 10 (48.0:21.0)[false-Van]:36 22 (36.0:21.0)[false-Walker]:43 6 (43.0:100.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:47 63 (47.0:30.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-Van]:37 16 (37.0:79.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-Van]:52 6 (52.0:25.0)[true-Van]:50 7 (50.0:71.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:49 21 (49.0:75.0)[false-Van]:54 17 (54.0:60.0)[true-Walker]:53 26 (53.0:85.0)[false-Van]:59 16 (59.0:20.0)[false-Van]:,SOL:R:Van::R:Van:38:2::R:Van:3:27::R:City Cargo Bike:32::R:City Cargo Bike:4::R:Van:12:5:6:8:9:40:10:7:11::R:City Cargo Bike:13::R:City Cargo Bike:15::R:City Cargo Bike:33::R:City Cargo Bike:31::R:City Cargo Bike:17::R:City Cargo Bike:18::R:City Cargo Bike:19::R:City Cargo Bike:20::R:City Cargo Bike:21::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:25::R:City Cargo Bike:26::R:City Cargo Bike:29::R:Van:34:35:61:58::R:City Cargo Bike:62::R:Walker:44::R:Walker:41::R:City Cargo Bike:28::R:Van:51:14:57:48:36:43:60::R:City Cargo Bike:16::R:City Cargo Bike:63::R:City Cargo Bike:47::R:City Cargo Bike:30::R:City Cargo Bike:56::R:City Cargo Bike:55::R:City Cargo Bike:46::R:Van:39:37:42::R:Van:52:50:45:49::R:Walker:54::R:Van:53:59:,175262.9197046027,38.0,198493.29744326364,869138.4127616907,2530.0,866608.4127616907,14499.57686294071,NaN,14018.361496156302,3201.504797471994,24.0,8.0,0.0,68.0,53.0,5.0,0.0,42.0,23.0,9.0,0.0,68.0,50.0,4.0,0.0,47.0,RndSwap:simple
2:4:3:4,-1.0,2,4,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:4:0,-1.0,2,4,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:4:1,-1.0,2,4,4,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:4:2,174834.19870859623,2,4,4,2,36 22 (36.0:21.0)[true-Van]:4 26 (4.0:91.0)[false-City Cargo Bike]:32 16 (32.0:41.0)[true-Van]:27 15 (27.0:61.0)[false-Van]:61 22 (61.0:31.0)[true-Van]:60 5 (60.0:94.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-Van]:44 10 (44.0:99.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[true-Van]:2 11 (2.0:60.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[true-Van]:29 12 (29.0:51.0)[false-Van]:9 15 (9.0:21.0)[true-Van]:12 2 (12.0:16.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-Walker]:3 20 (3.0:46.0)[true-Van]:46 1 (46.0:75.0)[true-City Cargo Bike]:20 5 (20.0:100.0)[false-Van]:43 6 (43.0:100.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[true-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:7 17 (7.0:20.0)[false-Van]:55 10 (55.0:41.0)[true-City Cargo Bike]:15 20 (15.0:55.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:48 10 (48.0:21.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:47 63 (47.0:30.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[true-Van]:13 22 (13.0:41.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[true-Van]:25 12 (25.0:36.0)[false-Van]:51 1 (51.0:56.0)[true-City Cargo Bike]:42 2 (42.0:55.0)[false-Van]:22 5 (22.0:40.0)[false-Walker]:21 11 (21.0:65.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:57 25 (57.0:60.0)[false-Walker]:62 17 (62.0:40.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-Van]:11 22 (11.0:95.0)[false-Van]:35 12 (35.0:15.0)[false-Walker]:40 2 (40.0:75.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-Walker]:37 16 (37.0:79.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[true-Walker]:5 17 (5.0:70.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-Walker]:38 21 (38.0:34.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[false-City Cargo Bike]:49 21 (49.0:75.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:36:4::R:Van:32:27::R:Van:61:60:58:44::R:Van:10:2::R:Van:33:29::R:Van:9:12:31::R:Van:3::R:City Cargo Bike:46:20::R:City Cargo Bike:43::R:City Cargo Bike:14::R:City Cargo Bike:28::R:Van:7::R:City Cargo Bike:55::R:City Cargo Bike:15::R:City Cargo Bike:63::R:City Cargo Bike:26::R:City Cargo Bike:48::R:City Cargo Bike:16::R:City Cargo Bike:47::R:Van:30:13:56:23:19::R:City Cargo Bike:17::R:Van:24:25::R:City Cargo Bike:51:42:22::R:City Cargo Bike:21::R:City Cargo Bike:18::R:Walker:57::R:City Cargo Bike:62::R:Van:39:11:35:40:34:37:8:6::R:Walker:52::R:City Cargo Bike:5::R:Walker:41::R:City Cargo Bike:38::R:City Cargo Bike:50::R:City Cargo Bike:45::R:City Cargo Bike:49::R:City Cargo Bike:53::R:City Cargo Bike:54::R:City Cargo Bike:59:,174834.19870859623,39.0,187214.4532976866,839215.9759911773,2790.0,836425.9759911773,14953.908026693549,NaN,13535.741548244794,3019.5879564142997,31.0,8.0,0.0,62.0,52.0,5.0,0.0,44.0,21.0,10.0,0.0,68.0,51.0,4.0,0.0,45.0,CrossOver:simple
2:4:4:3,213700.4584826382,2,4,4,3,45 11 (45.0:25.0)[true-Van]:22 5 (22.0:40.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[true-Van]:35 12 (35.0:15.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:32 16 (32.0:41.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-Van]:15 20 (15.0:55.0)[false-Walker]:61 22 (61.0:31.0)[true-Van]:58 25 (58.0:40.0)[false-Van]:44 10 (44.0:99.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[true-Van]:31 17 (31.0:76.0)[false-Walker]:3 20 (3.0:46.0)[true-Van]:46 1 (46.0:75.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-Van]:43 6 (43.0:100.0)[true-Van]:60 5 (60.0:94.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-Walker]:7 17 (7.0:20.0)[false-Van]:8 1 (8.0:41.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[true-Van]:48 10 (48.0:21.0)[false-Van]:40 2 (40.0:75.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[true-Van]:47 63 (47.0:30.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[false-Van]:13 22 (13.0:41.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[true-Van]:25 12 (25.0:36.0)[false-Van]:51 1 (51.0:56.0)[false-Walker]:55 10 (55.0:41.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:57 25 (57.0:60.0)[false-Walker]:62 17 (62.0:40.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-Van]:11 22 (11.0:95.0)[false-Van]:33 15 (33.0:35.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-Walker]:37 16 (37.0:79.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-Van]:6 5 (6.0:86.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-Van]:50 7 (50.0:71.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-City Cargo Bike]:5 17 (5.0:70.0)[false-Van]:49 21 (49.0:75.0)[false-Van]:53 26 (53.0:85.0)[false-Van]:59 16 (59.0:20.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-Walker]:,SOL:R:Van:45:27:58:20:7:48:2:42::R:City Cargo Bike:22:46:8:40::R:Van:52:25:39:11:36:5::R:City Cargo Bike:35::R:City Cargo Bike:10::R:City Cargo Bike:32::R:Walker:15::R:Van:61:49:53::R:City Cargo Bike:44::R:City Cargo Bike:4::R:Van:30::R:Walker:31::R:Van:3::R:City Cargo Bike:17::R:Van:43::R:City Cargo Bike:60:12::R:City Cargo Bike:23::R:Walker:14::R:City Cargo Bike:9::R:City Cargo Bike:63::R:City Cargo Bike:26::R:Van:29::R:City Cargo Bike:18::R:Van:16::R:City Cargo Bike:47::R:City Cargo Bike:13::R:City Cargo Bike:56::R:City Cargo Bike:19::R:Van:24::R:Walker:51::R:City Cargo Bike:55::R:City Cargo Bike:28::R:City Cargo Bike:21::R:Walker:57::R:City Cargo Bike:62::R:City Cargo Bike:33::R:Walker:34::R:City Cargo Bike:37::R:City Cargo Bike:6::R:City Cargo Bike:50::R:City Cargo Bike:38::R:City Cargo Bike:41::R:City Cargo Bike:59::R:Walker:54:,213700.4584826382,44.0,174437.5118876801,883768.4478732448,2830.0,880938.4478732448,15007.009008497027,2734.1020476276503,14254.329804407174,2813.5082562529046,20.0,16.0,0.0,64.0,37.0,11.0,0.0,52.0,16.0,17.0,0.0,67.0,36.0,14.0,0.0,50.0,CrossOver:advanced
2:4:4:4,-1.0,2,4,4,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:0:0:0,-1.0,3,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:0:0:1,39763.26918855831,3,0,0,1,2 11 (2.0:60.0)[false-Van]:14 25 (14.0:60.0)[false-Van]:12 2 (12.0:16.0)[false-City Cargo Bike]:3 20 (3.0:46.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[false-City Cargo Bike]:5 17 (5.0:70.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[true-Van]:7 17 (7.0:20.0)[true-Van]:8 1 (8.0:41.0)[false-City Cargo Bike]:9 15 (9.0:21.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:32 16 (32.0:41.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[true-Van]:10 16 (10.0:46.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-Walker]:11 22 (11.0:95.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[true-Van]:22 5 (22.0:40.0)[false-Van]:23 21 (23.0:19.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[true-Van]:47 63 (47.0:30.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-Van]:49 21 (49.0:75.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[true-Van]:34 26 (34.0:1.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[true-Van]:57 25 (57.0:60.0)[false-Van]:56 25 (56.0:6.0)[false-Van]:48 10 (48.0:21.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[false-Van]:41 6 (41.0:65.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-City Cargo Bike]:43 6 (43.0:100.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[true-Van]:54 17 (54.0:60.0)[false-Van]:55 10 (55.0:41.0)[false-Van]:58 25 (58.0:40.0)[false-Van]:45 11 (45.0:25.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[true-Van]:61 22 (61.0:31.0)[false-Van]:60 5 (60.0:94.0)[false-Van]:62 17 (62.0:40.0)[false-Van]:63 6 (63.0:56.0)[false-Van]:,SOL:R:Van:2:14:12:3:13:5::R:Van:6::R:Van:7:8:9:17:32:15::R:Van:19:10:16:18:11::R:Van:21:22:23:24:25:26::R:Van:28:47:30:51::R:Van:31:49:39:4::R:Van:33:34:35:36:37::R:Van:50:57:56:48:38:40::R:Van:53:41:42:43:44:46:20::R:Van:52:54:55:58:45:29:27::R:Van:59:61:60:62:63:,39763.26918855831,12.0,198816.34594279155,597889.0378283745,1440.0,596449.0378283745,6017.368392961099,882.6538257642064,9643.37157787701,3206.715257141799,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
