Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
3:0:2:3,96649.66463101144,3,0,2,3,2 12 (2.0:35.0)[true-Van]:3 24 (3.0:93.0)[true-Van]:42 13 (42.0:83.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[true-Van]:8 10 (8.0:9.0)[true-Van]:26 17 (26.0:59.0)[true-Van]:11 17 (11.0:79.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-Van]:21 26 (21.0:87.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[true-Van]:14 9 (14.0:47.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[true-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:46 2 (46.0:63.0)[false-Van]:47 8 (47.0:3.0)[false-Van]:40 6 (40.0:9.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-Walker]:64 23 (64.0:9.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-Van]:28 15 (28.0:33.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[true-Van]:58 4 (58.0:15.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-Van]:38 15 (38.0:63.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[true-Van]:39 8 (39.0:97.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[true-Walker]:59 19 (59.0:91.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:30 14 (30.0:45.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[true-Van]:10 26 (10.0:15.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[true-Van]:50 13 (50.0:37.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[true-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:23 9 (23.0:21.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2::R:Van:3:42:17:19::R:Van:5::R:Van:8::R:Van:26:11:4:22:7::R:Van:32:21:15:18::R:Van:24:14::R:City Cargo Bike:56::R:City Cargo Bike:13::R:City Cargo Bike:16::R:City Cargo Bike:31::R:City Cargo Bike:34::R:City Cargo Bike:35::R:City Cargo Bike:43:36::R:City Cargo Bike:27::R:City Cargo Bike:9::R:City Cargo Bike:37::R:City Cargo Bike:62:53:46::R:Van:47:40:52:64:45:28::R:Van:48:58:49:38:20:12::R:Van:41:39:33:25::R:Walker:6::R:Van:59:60:30::R:Van:44:10:51::R:Van:54:50:61:29::R:Van:55:65:63:57:23:,96649.66463101144,27.0,219855.89481860958,767324.6557904079,2400.0,764924.6557904079,6721.76088153188,NaN,11989.447746725124,3435.2483565407747,56.0,4.0,0.0,41.0,77.0,2.0,0.0,22.0,45.0,3.0,0.0,51.0,81.0,1.0,0.0,18.0,RndSwap:simple
3:0:2:4,196689.484749686,3,0,2,4,2 12 (2.0:35.0)[false-City Cargo Bike]:3 24 (3.0:93.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[true-Van]:5 7 (5.0:51.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-Walker]:9 18 (9.0:75.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[true-Van]:17 12 (17.0:83.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[true-Van]:31 23 (31.0:63.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[true-Van]:39 8 (39.0:97.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[true-Van]:44 24 (44.0:31.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[true-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-Van]:63 16 (63.0:25.0)[false-Van]:51 10 (51.0:75.0)[false-Van]:53 6 (53.0:69.0)[false-Van]:56 20 (56.0:49.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:59 19 (59.0:91.0)[false-Van]:62 2 (62.0:93.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:City Cargo Bike:3::R:City Cargo Bike:61::R:Van:16:5:6:7:8:9::R:City Cargo Bike:10::R:Van:11:17:14:15:24:45::R:City Cargo Bike:13::R:City Cargo Bike:40::R:City Cargo Bike:50::R:City Cargo Bike:18::R:City Cargo Bike:20:23::R:City Cargo Bike:25::R:City Cargo Bike:29::R:City Cargo Bike:26::R:City Cargo Bike:27:58::R:City Cargo Bike:28::R:City Cargo Bike:12:19::R:Van:30:31:36:43::R:Van:41:39:42::R:Van:60:44::R:City Cargo Bike:32::R:City Cargo Bike:21::R:City Cargo Bike:47::R:City Cargo Bike:54::R:City Cargo Bike:52::R:City Cargo Bike:22::R:City Cargo Bike:33::R:City Cargo Bike:4::R:City Cargo Bike:48::R:City Cargo Bike:35::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:46::R:City Cargo Bike:65::R:City Cargo Bike:55::R:City Cargo Bike:34::R:City Cargo Bike:64::R:Van:49:63:51:53:56:57:59:62:,196689.484749686,39.0,209662.0963971107,940870.4201318596,2370.0,938500.4201318596,6452.138181108706,NaN,14701.100314560306,3275.9702562048546,15.0,0.0,0.0,85.0,45.0,0.0,0.0,55.0,21.0,0.0,0.0,79.0,45.0,0.0,0.0,55.0,AddRoute:LargeVan:simple
3:0:3:0,-1.0,3,0,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:0:3:1,-1.0,3,0,3,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:0:3:2,67564.83897148377,3,0,3,2,2 12 (2.0:35.0)[true-Van]:3 24 (3.0:93.0)[true-Van]:50 13 (50.0:37.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[true-Van]:40 6 (40.0:9.0)[true-Van]:27 2 (27.0:1.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[true-Van]:17 12 (17.0:83.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[true-Van]:15 12 (15.0:33.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[true-City Cargo Bike]:22 10 (22.0:55.0)[true-Van]:45 25 (45.0:77.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[true-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-Walker]:21 26 (21.0:87.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-Van]:29 16 (29.0:25.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-Van]:52 6 (52.0:15.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[true-Van]:31 23 (31.0:63.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-Van]:60 14 (60.0:79.0)[true-Van]:35 18 (35.0:9.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[true-Van]:32 24 (32.0:1.0)[true-Van]:33 2 (33.0:77.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[true-Van]:62 2 (62.0:93.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[true-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:38 15 (38.0:63.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-Van]:64 23 (64.0:9.0)[true-Van]:56 20 (56.0:49.0)[false-Van]:59 19 (59.0:91.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[true-Van]:51 10 (51.0:75.0)[true-Van]:49 2 (49.0:7.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2::R:Van:3:50:4::R:Van:7::R:Van:40:27:9:10::R:Van:11:17:61:14::R:Van:26:15::R:City Cargo Bike:63::R:Van:22:45:54:13::R:City Cargo Bike:46:20::R:Walker:8::R:City Cargo Bike:21::R:City Cargo Bike:47::R:Van:25:29:58:52:28::R:Van:30:31:36:43:41:39:42:5::R:Van:60:35:44:23::R:Van:24::R:Van:32:33:12::R:Van:48:62:37:19::R:Van:57:65:53:38:6::R:Van:64:56:59:34::R:Van:16::R:Van:51:49:55:18:,67564.83897148377,23.0,210214.3203141263,684096.910759696,2410.0,681686.910759696,6956.514034453981,NaN,10689.01423062025,3284.5987549082233,78.0,4.0,0.0,17.0,91.0,2.0,0.0,8.0,62.0,3.0,0.0,35.0,93.0,1.0,0.0,6.0,RndSwap:simple
3:0:3:3,96829.80875900162,3,0,3,3,65 14 (65.0:3.0)[true-Van]:26 17 (26.0:59.0)[false-Van]:10 26 (10.0:15.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[true-Van]:24 22 (24.0:21.0)[true-Van]:4 16 (4.0:53.0)[false-Van]:58 4 (58.0:15.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-Van]:6 9 (6.0:51.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[true-Van]:53 6 (53.0:69.0)[false-Van]:61 23 (61.0:67.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[true-Van]:11 17 (11.0:79.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[true-Van]:31 23 (31.0:63.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[true-Van]:20 1 (20.0:57.0)[true-Van]:36 5 (36.0:61.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[true-Van]:12 2 (12.0:9.0)[false-City Cargo Bike]:3 24 (3.0:93.0)[true-Van]:8 10 (8.0:9.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[true-Walker]:5 7 (5.0:51.0)[true-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:51 10 (51.0:75.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[true-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-Van]:44 24 (44.0:31.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[true-Van]:47 8 (47.0:3.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[true-Van]:46 2 (46.0:63.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-Van]:59 19 (59.0:91.0)[false-Van]:42 13 (42.0:83.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-Van]:63 16 (63.0:25.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:65:26:10::R:Van:2::R:Van:24:4:58:14:15::R:Van:32:6::R:Van:7:53:61:64:16::R:Van:28:11:17:19::R:Van:50:31:13::R:Van:18::R:Van:20:36:54:23::R:Van:25:12::R:Van:3:8::R:Walker:27::R:City Cargo Bike:5::R:Van:56:51:45:21:22::R:City Cargo Bike:30::R:City Cargo Bike:41::R:City Cargo Bike:39:33::R:City Cargo Bike:34::R:City Cargo Bike:35::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:29::R:City Cargo Bike:9::R:Van:43:44:40::R:Van:48:47:55:52:49::R:Van:62:46:57:59:42:60:63:,96829.80875900162,27.0,219850.8544990788,767741.8392156082,2470.0,765271.8392156082,6872.969326468311,NaN,11995.966237743878,3435.169601548106,59.0,4.0,0.0,37.0,81.0,2.0,0.0,17.0,45.0,4.0,0.0,51.0,83.0,0.0,0.0,16.0,RndSwap:simple
3:0:3:4,186604.75841366808,3,0,3,4,45 25 (45.0:77.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[true-Van]:6 9 (6.0:51.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:3 24 (3.0:93.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[true-Van]:30 14 (30.0:45.0)[true-Van]:36 5 (36.0:61.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[true-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-City Cargo Bike]:34 12 (34.0:35.0)[true-Van]:35 18 (35.0:9.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:52 6 (52.0:15.0)[false-Van]:64 23 (64.0:9.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:51 10 (51.0:75.0)[false-Van]:49 2 (49.0:7.0)[false-Van]:55 21 (55.0:5.0)[false-Van]:57 24 (57.0:77.0)[true-Van]:54 24 (54.0:69.0)[false-Van]:28 15 (28.0:33.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:63 16 (63.0:25.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:45::R:Van:2:6:38:14:3:4::R:City Cargo Bike:7::R:City Cargo Bike:8::R:City Cargo Bike:33::R:City Cargo Bike:10::R:City Cargo Bike:11::R:City Cargo Bike:12::R:City Cargo Bike:16::R:City Cargo Bike:9::R:City Cargo Bike:17::R:City Cargo Bike:15::R:City Cargo Bike:19::R:City Cargo Bike:13::R:City Cargo Bike:40::R:City Cargo Bike:50::R:City Cargo Bike:18::R:City Cargo Bike:20:23::R:City Cargo Bike:29::R:City Cargo Bike:31::R:City Cargo Bike:24::R:City Cargo Bike:61::R:City Cargo Bike:27:5::R:Van:58::R:Van:30:36:25::R:City Cargo Bike:22::R:City Cargo Bike:26::R:City Cargo Bike:43::R:City Cargo Bike:21::R:City Cargo Bike:32::R:Van:34:35:37:39:41:42::R:City Cargo Bike:44::R:City Cargo Bike:46:47::R:City Cargo Bike:65::R:City Cargo Bike:48::R:City Cargo Bike:62:53::R:Van:52:64:56:51:49:55::R:Van:57:54:28:59:60::R:Van:63:,186604.75841366808,40.0,216486.22820421334,938563.7101582909,2490.0,936073.7101582909,6481.638515107866,NaN,14665.057971223296,3382.5973156908335,18.0,0.0,0.0,83.0,44.0,0.0,0.0,56.0,23.0,0.0,0.0,77.0,46.0,0.0,0.0,54.0,RndSwap:simple
3:0:4:0,-1.0,3,0,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:0:4:1,-1.0,3,0,4,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:0:4:2,-1.0,3,0,4,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
3:0:4:3,133873.2632583319,3,0,4,3,2 12 (2.0:35.0)[true-Van]:3 24 (3.0:93.0)[true-Van]:42 13 (42.0:83.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[true-Van]:8 10 (8.0:9.0)[true-Van]:26 17 (26.0:59.0)[true-Van]:11 17 (11.0:79.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[true-Walker]:22 10 (22.0:55.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[true-Van]:58 4 (58.0:15.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[true-Van]:14 9 (14.0:47.0)[true-Van]:56 20 (56.0:49.0)[true-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:46 2 (46.0:63.0)[false-Van]:47 8 (47.0:3.0)[false-Van]:40 6 (40.0:9.0)[true-Walker]:52 6 (52.0:15.0)[false-Walker]:64 23 (64.0:9.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-Van]:28 15 (28.0:33.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[true-Van]:49 2 (49.0:7.0)[false-Van]:38 15 (38.0:63.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[true-Van]:39 8 (39.0:97.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:30 14 (30.0:45.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[true-Van]:50 13 (50.0:37.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[true-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:23 9 (23.0:21.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2::R:Van:3:42:17:19::R:Van:5::R:Van:8::R:Van:26:11:4::R:Walker:6::R:City Cargo Bike:22::R:City Cargo Bike:7::R:Van:32:58:21:15::R:Van:24::R:Van:14::R:City Cargo Bike:56::R:City Cargo Bike:13::R:City Cargo Bike:16::R:City Cargo Bike:18::R:City Cargo Bike:27:20::R:City Cargo Bike:25::R:City Cargo Bike:31::R:City Cargo Bike:34::R:City Cargo Bike:35::R:City Cargo Bike:43:36::R:City Cargo Bike:9::R:City Cargo Bike:37::R:City Cargo Bike:62:53:46::R:Van:47::R:Walker:40::R:Walker:52::R:City Cargo Bike:64::R:City Cargo Bike:51::R:Van:45:28::R:Van:48:49:38:12::R:Van:41:39:33:59:60:30:44::R:City Cargo Bike:10::R:Van:54:50:61:29::R:Van:55:65:63:57:23:,133873.2632583319,36.0,203303.10558611646,799184.6010405667,2850.0,796334.6010405667,6786.631624151136,NaN,12487.259391258855,3176.6110247830698,42.0,8.0,0.0,50.0,61.0,5.0,0.0,34.0,30.0,10.0,0.0,60.0,65.0,2.0,0.0,33.0,AddRoute:Pedestrian:simple
