Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
2:4:0:1,24508.734797295747,2,4,0,1,24 22 (24.0:47.0)[true-Van]:59 27 (59.0:51.0)[false-Walker]:28 2 (28.0:49.0)[false-Van]:42 14 (42.0:27.0)[false-Van]:30 11 (30.0:37.0)[false-Walker]:13 8 (13.0:67.0)[false-Van]:29 18 (29.0:87.0)[true-Van]:57 6 (57.0:57.0)[false-Van]:6 22 (6.0:13.0)[false-Van]:55 22 (55.0:5.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-Walker]:9 24 (9.0:23.0)[true-Van]:11 7 (11.0:21.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-Van]:21 14 (21.0:31.0)[false-Walker]:18 4 (18.0:81.0)[false-City Cargo Bike]:25 19 (25.0:33.0)[true-Van]:54 23 (54.0:23.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[true-Van]:50 20 (50.0:21.0)[false-City Cargo Bike]:41 5 (41.0:35.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-Walker]:22 10 (22.0:49.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-Walker]:5 6 (5.0:53.0)[false-Van]:44 19 (44.0:47.0)[true-Van]:3 17 (3.0:15.0)[false-Van]:16 16 (16.0:25.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[true-Van]:17 16 (17.0:85.0)[false-City Cargo Bike]:34 4 (34.0:35.0)[true-Van]:19 9 (19.0:77.0)[false-Van]:52 13 (52.0:65.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-Van]:45 16 (45.0:87.0)[false-Van]:46 19 (46.0:1.0)[false-City Cargo Bike]:2 23 (2.0:93.0)[false-Van]:47 3 (47.0:1.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-Van]:60 9 (60.0:13.0)[false-Van]:49 10 (49.0:79.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-Van]:39 72 (39.0:19.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-Van]:40 2 (40.0:71.0)[false-Van]:51 7 (51.0:65.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:24:59:28:42:30:13::R:Van:29:57:6:55:8::R:Van:9:11:58:48:33:38:21:18::R:Van:25:54:23:27::R:Van:4:50:41:43:22:36:5::R:Van:44:3:16:20::R:Van:61:17::R:Van:34:19:52:32:37:35:10::R:Van:45:46:2:47:7:60:49:14::R:Van:31:39:26::R:Van:40:51:56:53:12:15:,24508.734797295747,12.0,122543.67398647877,369071.02195943624,1440.0,367631.02195943624,17115.098611804053,NaN,6151.183699323938,2042.3945664413127,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:4:0:2,49459.521420277015,2,4,0,2,2 23 (2.0:93.0)[false-Van]:22 10 (22.0:49.0)[false-Walker]:25 19 (25.0:33.0)[false-Walker]:15 20 (15.0:53.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[true-Van]:33 15 (33.0:31.0)[false-Walker]:3 17 (3.0:15.0)[false-Van]:8 24 (8.0:47.0)[false-Van]:40 2 (40.0:71.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-Van]:61 15 (61.0:91.0)[false-Walker]:5 6 (5.0:53.0)[false-Van]:55 22 (55.0:5.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-Van]:52 13 (52.0:65.0)[true-Van]:11 7 (11.0:21.0)[false-Van]:60 9 (60.0:13.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-Walker]:9 24 (9.0:23.0)[false-Van]:56 18 (56.0:53.0)[false-Walker]:14 14 (14.0:69.0)[false-Van]:6 22 (6.0:13.0)[true-Van]:59 27 (59.0:51.0)[false-Walker]:16 16 (16.0:25.0)[false-Van]:13 8 (13.0:67.0)[false-Van]:57 6 (57.0:57.0)[true-Van]:30 11 (30.0:37.0)[false-Van]:34 4 (34.0:35.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-Van]:20 18 (20.0:45.0)[false-Van]:46 19 (46.0:1.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-Walker]:54 23 (54.0:23.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-Van]:26 9 (26.0:39.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-Walker]:58 12 (58.0:89.0)[false-Van]:48 12 (48.0:63.0)[false-Walker]:47 3 (47.0:1.0)[false-Van]:35 12 (35.0:79.0)[false-Walker]:38 12 (38.0:5.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-Walker]:42 14 (42.0:27.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-Walker]:41 5 (41.0:35.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-Van]:53 16 (53.0:97.0)[false-Van]:50 20 (50.0:21.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-Walker]:43 11 (43.0:31.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-Van]:10 11 (10.0:67.0)[false-Van]:,SOL:R:Van:2:22:25:15::R:Van:39:33::R:Van:3:8:40:4:61:5:55::R:City Cargo Bike:45::R:Van:7::R:Van:52:11:60:12:9:56:14::R:Van:6:59:16:13::R:Van:57:30:34:17:20:46:23::R:Walker:24::R:City Cargo Bike:54::R:Van:19:26:51:37:31:29:21:28::R:Walker:27::R:Van:58:48:47:35:38:32:42:36:41:18::R:Van:53:50:44:43:49:10:,49459.521420277015,14.0,154835.70674153668,502891.8803685493,1400.0,501491.8803685493,17596.19734627061,1956.8261616951568,8381.531339475821,2580.595112358945,71.0,14.0,0.0,14.0,93.0,3.0,0.0,3.0,63.0,12.0,0.0,25.0,91.0,5.0,0.0,4.0,RndSwap:simple
2:4:0:3,-1.0,2,4,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:0:4,-1.0,2,4,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:1:0,25485.84868976768,2,4,1,0,9 24 (9.0:23.0)[true-Van]:4 12 (4.0:23.0)[false-Van]:36 8 (36.0:73.0)[false-Van]:2 23 (2.0:93.0)[false-Van]:17 16 (17.0:85.0)[false-Walker]:51 7 (51.0:65.0)[true-Van]:55 22 (55.0:5.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-Van]:30 11 (30.0:37.0)[false-Walker]:52 13 (52.0:65.0)[false-Van]:41 5 (41.0:35.0)[false-Walker]:43 11 (43.0:31.0)[false-Van]:5 6 (5.0:53.0)[false-Van]:6 22 (6.0:13.0)[true-Van]:21 14 (21.0:31.0)[false-Van]:59 27 (59.0:51.0)[false-Van]:61 15 (61.0:91.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-Van]:14 14 (14.0:69.0)[false-Walker]:39 72 (39.0:19.0)[false-Van]:15 20 (15.0:53.0)[false-Van]:16 16 (16.0:25.0)[false-Van]:54 23 (54.0:23.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-Van]:20 18 (20.0:45.0)[false-Walker]:24 22 (24.0:47.0)[true-Van]:26 9 (26.0:39.0)[false-Van]:25 19 (25.0:33.0)[false-Walker]:58 12 (58.0:89.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-Van]:23 19 (23.0:63.0)[false-Van]:40 2 (40.0:71.0)[false-Van]:32 18 (32.0:97.0)[false-Van]:45 16 (45.0:87.0)[false-Van]:60 9 (60.0:13.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-Van]:22 10 (22.0:49.0)[false-Walker]:12 12 (12.0:93.0)[true-Van]:10 11 (10.0:67.0)[false-Van]:19 9 (19.0:77.0)[true-City Cargo Bike]:35 12 (35.0:79.0)[false-Van]:48 12 (48.0:63.0)[false-Van]:38 12 (38.0:5.0)[false-Van]:42 14 (42.0:27.0)[false-Van]:37 18 (37.0:35.0)[false-Walker]:56 18 (56.0:53.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-Walker]:46 19 (46.0:1.0)[false-Van]:29 18 (29.0:87.0)[false-Van]:31 19 (31.0:19.0)[false-Van]:34 4 (34.0:35.0)[false-Van]:8 24 (8.0:47.0)[false-Van]:44 19 (44.0:47.0)[false-Van]:7 3 (7.0:29.0)[false-Van]:53 16 (53.0:97.0)[false-City Cargo Bike]:3 17 (3.0:15.0)[false-Van]:57 6 (57.0:57.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[false-Walker]:49 10 (49.0:79.0)[false-Van]:18 4 (18.0:81.0)[false-Van]:,SOL:R:Van::R:Van:9:4:36:2:17::R:Van:51:55:28:30:52:41:43:5::R:Van:6:21:59:61:47:14::R:Van:39:15::R:Van:16:54:50:20::R:Van:24:26:25:58:27:23::R:Van:40:32:45:60:33:22::R:Van:12:10::R:City Cargo Bike:19::R:Van:35:48:38:42:37:56:13::R:Van:46:29:31:34:8::R:Van:44:7:53:3:57:11:49:18:,25485.84868976768,13.0,114151.88728066198,349256.6043092564,1490.0,347766.6043092564,16613.23619904426,NaN,5820.943405154274,1902.5314546776997,92.0,0.0,0.0,8.0,98.0,0.0,0.0,2.0,90.0,0.0,0.0,10.0,99.0,0.0,0.0,1.0,RndSwap:simple
2:4:1:1,25282.68830001439,2,4,1,1,24 22 (24.0:47.0)[true-Van]:59 27 (59.0:51.0)[true-Van]:42 14 (42.0:27.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-City Cargo Bike]:3 17 (3.0:15.0)[true-Van]:28 2 (28.0:49.0)[false-Van]:17 16 (17.0:85.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-Walker]:55 22 (55.0:5.0)[true-Van]:44 19 (44.0:47.0)[false-Walker]:57 6 (57.0:57.0)[false-Van]:6 22 (6.0:13.0)[false-Van]:8 24 (8.0:47.0)[false-Walker]:9 24 (9.0:23.0)[true-Van]:11 7 (11.0:21.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[false-City Cargo Bike]:34 4 (34.0:35.0)[false-Walker]:52 13 (52.0:65.0)[false-Van]:23 19 (23.0:63.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[true-Van]:49 10 (49.0:79.0)[false-Van]:58 12 (58.0:89.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-Walker]:38 12 (38.0:5.0)[false-Van]:27 18 (27.0:49.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-Van]:50 20 (50.0:21.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-Van]:37 18 (37.0:35.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-Van]:43 11 (43.0:31.0)[false-Walker]:22 10 (22.0:49.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[true-Van]:33 15 (33.0:31.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-Van]:16 16 (16.0:25.0)[true-Van]:61 15 (61.0:91.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-Van]:51 7 (51.0:65.0)[true-Van]:7 3 (7.0:29.0)[false-Van]:45 16 (45.0:87.0)[false-Van]:12 12 (12.0:93.0)[false-Van]:25 19 (25.0:33.0)[false-Van]:2 23 (2.0:93.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-Van]:14 14 (14.0:69.0)[false-Walker]:39 72 (39.0:19.0)[false-Van]:35 12 (35.0:79.0)[false-City Cargo Bike]:41 5 (41.0:35.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[true-Van]:40 2 (40.0:71.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:60 9 (60.0:13.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-Van]:,SOL:R:Van::R:Van:24::R:Van:59:42:29:10::R:Van:3:28:17:5::R:Van:55:44:57:6:8::R:Van:9:11:32:21:34:52:23::R:Van:56:49:58:48:30:38:27:18::R:Van:4:50:31:37:26:43:22::R:Van:36:33:54:20::R:Van:16:61:19::R:Van:51:7:45:12:25:2:47:14::R:Van:39:35:41:13::R:Van:53:40:46:60:15:,25282.68830001439,13.0,126413.44150007196,380800.3245002158,1560.0,379240.3245002158,17580.192014841978,NaN,6346.6720750035975,2106.890691667866,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
2:4:1:2,49459.521420277015,2,4,1,2,2 23 (2.0:93.0)[true-Van]:22 10 (22.0:49.0)[false-Walker]:25 19 (25.0:33.0)[false-Walker]:15 20 (15.0:53.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[true-Van]:33 15 (33.0:31.0)[false-Walker]:3 17 (3.0:15.0)[false-Van]:8 24 (8.0:47.0)[false-Van]:40 2 (40.0:71.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-Van]:61 15 (61.0:91.0)[false-Walker]:5 6 (5.0:53.0)[false-Van]:55 22 (55.0:5.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-Van]:52 13 (52.0:65.0)[true-Van]:11 7 (11.0:21.0)[false-Van]:60 9 (60.0:13.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-Walker]:9 24 (9.0:23.0)[false-Van]:56 18 (56.0:53.0)[false-Walker]:14 14 (14.0:69.0)[false-Van]:6 22 (6.0:13.0)[true-Van]:59 27 (59.0:51.0)[false-Walker]:16 16 (16.0:25.0)[false-Van]:13 8 (13.0:67.0)[false-Van]:57 6 (57.0:57.0)[true-Van]:30 11 (30.0:37.0)[false-Van]:34 4 (34.0:35.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-Van]:20 18 (20.0:45.0)[false-Van]:46 19 (46.0:1.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-Walker]:54 23 (54.0:23.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-Van]:26 9 (26.0:39.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-Walker]:58 12 (58.0:89.0)[false-Van]:48 12 (48.0:63.0)[false-Walker]:47 3 (47.0:1.0)[false-Van]:49 10 (49.0:79.0)[false-Van]:38 12 (38.0:5.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-Walker]:42 14 (42.0:27.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-Walker]:41 5 (41.0:35.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-Van]:53 16 (53.0:97.0)[false-Van]:50 20 (50.0:21.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-Walker]:35 12 (35.0:79.0)[false-Walker]:43 11 (43.0:31.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-Van]:,SOL:R:Van::R:Van:2:22:25:15::R:Van:39:33::R:Van:3:8:40:4:61:5:55::R:City Cargo Bike:45::R:Van:7::R:Van:52:11:60:12:9:56:14::R:Van:6:59:16:13::R:Van:57:30:34:17:20:46:23::R:Walker:24::R:City Cargo Bike:54::R:Van:19:26:51:37:31:29:21:28::R:Walker:27::R:Van:58:48:47:49:38:32:42:36:41:18::R:Van:53:50:44:35:43:10:,49459.521420277015,15.0,154835.70674153668,503011.8803685493,1520.0,501491.8803685493,17111.099827637616,NaN,8383.531339475821,2580.595112358945,73.0,13.0,0.0,13.0,93.0,3.0,0.0,3.0,63.0,12.0,0.0,25.0,91.0,5.0,0.0,4.0,RndSwap:simple
2:4:1:3,116857.8189094124,2,4,1,3,7 3 (7.0:29.0)[false-City Cargo Bike]:2 23 (2.0:93.0)[false-Walker]:3 17 (3.0:15.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[true-Van]:8 24 (8.0:47.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:52 13 (52.0:65.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-Walker]:40 2 (40.0:71.0)[false-City Cargo Bike]:55 22 (55.0:5.0)[false-City Cargo Bike]:25 19 (25.0:33.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:60 9 (60.0:13.0)[true-Van]:56 18 (56.0:53.0)[false-Walker]:59 27 (59.0:51.0)[false-Walker]:16 16 (16.0:25.0)[false-Van]:57 6 (57.0:57.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-Van]:11 7 (11.0:21.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-Van]:20 18 (20.0:45.0)[false-Van]:46 19 (46.0:1.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-Walker]:61 15 (61.0:91.0)[false-Walker]:54 23 (54.0:23.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-Van]:26 9 (26.0:39.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-Walker]:58 12 (58.0:89.0)[false-Van]:34 4 (34.0:35.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-Van]:48 12 (48.0:63.0)[false-Walker]:28 2 (28.0:49.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-Van]:14 14 (14.0:69.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-Walker]:42 14 (42.0:27.0)[true-Van]:36 8 (36.0:73.0)[false-Walker]:41 5 (41.0:35.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-Van]:50 20 (50.0:21.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-Walker]:35 12 (35.0:79.0)[false-Walker]:43 11 (43.0:31.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-Van]:,SOL:R:City Cargo Bike:7::R:Walker:2::R:City Cargo Bike:3::R:City Cargo Bike:5::R:Van:6:8:9:10:12::R:City Cargo Bike:13::R:City Cargo Bike:15::R:City Cargo Bike:52::R:City Cargo Bike:39::R:Walker:33::R:City Cargo Bike:40::R:City Cargo Bike:55::R:City Cargo Bike:25::R:City Cargo Bike:4::R:City Cargo Bike:45::R:Van:60:56:59:16:57:30:11::R:Van:17:20:46:23:24::R:Walker:61::R:City Cargo Bike:54::R:Van:19:26:51:37:31:29:21::R:Walker:27::R:Van:58:34:18:48:28:47:14:38:32::R:Van:42:36:41:22:53:50:44::R:Walker:35::R:City Cargo Bike:43::R:Van:49:,116857.8189094124,26.0,154519.46637987604,637256.2504065025,1790.0,635466.2504065025,16465.67627773806,2484.8299857693737,10620.937506775042,2575.324439664601,27.0,19.0,0.0,54.0,68.0,8.0,0.0,23.0,26.0,20.0,0.0,54.0,63.0,9.0,0.0,28.0,RndSwap:simple
2:4:1:4,-1.0,2,4,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:2:0,-1.0,2,4,2,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
2:4:2:1,43145.27089755766,2,4,2,1,21 14 (21.0:31.0)[true-Van]:39 72 (39.0:19.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[true-Van]:2 23 (2.0:93.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-Walker]:3 17 (3.0:15.0)[true-Van]:4 12 (4.0:23.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[false-Van]:49 10 (49.0:79.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-Walker]:29 18 (29.0:87.0)[true-City Cargo Bike]:18 4 (18.0:81.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[true-Van]:43 11 (43.0:31.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:25 19 (25.0:33.0)[true-Van]:60 9 (60.0:13.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[true-Van]:22 10 (22.0:49.0)[false-Walker]:9 24 (9.0:23.0)[true-Van]:12 12 (12.0:93.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[true-Van]:34 4 (34.0:35.0)[false-Walker]:51 7 (51.0:65.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-Walker]:33 15 (33.0:31.0)[false-Walker]:23 19 (23.0:63.0)[false-Walker]:59 27 (59.0:51.0)[true-Van]:24 22 (24.0:47.0)[false-Walker]:31 19 (31.0:19.0)[true-Van]:11 7 (11.0:21.0)[false-Van]:58 12 (58.0:89.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-Van]:32 18 (32.0:97.0)[false-Walker]:26 9 (26.0:39.0)[false-Walker]:36 8 (36.0:73.0)[false-Van]:47 3 (47.0:1.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[true-Van]:14 14 (14.0:69.0)[false-City Cargo Bike]:41 5 (41.0:35.0)[true-Van]:16 16 (16.0:25.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-Walker]:15 20 (15.0:53.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[true-Walker]:52 13 (52.0:65.0)[false-Van]:53 16 (53.0:97.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-Walker]:55 22 (55.0:5.0)[false-Walker]:10 11 (10.0:67.0)[false-Walker]:,SOL:R:Van::R:Van:21:39:30::R:Van:37:2:28::R:Van:3:4:40:6:49:8::R:City Cargo Bike:29::R:City Cargo Bike:18::R:Van:61:43:38:42:17::R:Van:25:60:5::R:Van:50:22::R:Van:9:12:19::R:Van:56:34:51:35:33:23::R:Van:59:24::R:Van:31:11:58:7:32:26:36:47:13::R:Van:48:14::R:Van:41:16:44:46:45:15::R:City Cargo Bike:20::R:Walker:27::R:Van:52:53:54:57:55:10:,43145.27089755766,18.0,150975.78624874313,480707.5860418473,1880.0,478827.5860418473,17558.467695428186,NaN,8011.793100697455,2516.263104145719,78.0,6.0,0.0,17.0,93.0,2.0,0.0,5.0,70.0,7.0,0.0,23.0,93.0,2.0,0.0,5.0,RndSwap:simple
