Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
1:3:1:1,68630.07504373936,1,3,1,1,27 22 (27.0:83.0)[true-Van]:3 18 (3.0:27.0)[false-Van]:9 20 (9.0:11.0)[false-City Cargo Bike]:6 5 (6.0:19.0)[false-City Cargo Bike]:11 7 (11.0:59.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[true-Van]:21 15 (21.0:59.0)[false-City Cargo Bike]:32 2 (32.0:19.0)[false-City Cargo Bike]:56 4 (56.0:85.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-City Cargo Bike]:26 21 (26.0:59.0)[true-City Cargo Bike]:53 4 (53.0:49.0)[false-Van]:48 2 (48.0:35.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[false-City Cargo Bike]:10 19 (10.0:21.0)[false-City Cargo Bike]:49 15 (49.0:21.0)[false-City Cargo Bike]:14 2 (14.0:53.0)[false-City Cargo Bike]:55 23 (55.0:41.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:16 10 (16.0:79.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[true-City Cargo Bike]:17 5 (17.0:59.0)[false-City Cargo Bike]:19 20 (19.0:27.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[true-Van]:24 19 (24.0:41.0)[false-City Cargo Bike]:22 15 (22.0:95.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[true-Van]:2 4 (2.0:7.0)[true-Van]:29 24 (29.0:71.0)[false-City Cargo Bike]:38 14 (38.0:59.0)[false-City Cargo Bike]:59 2 (59.0:83.0)[false-Van]:52 12 (52.0:63.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[false-City Cargo Bike]:18 21 (18.0:67.0)[false-City Cargo Bike]:54 10 (54.0:83.0)[true-City Cargo Bike]:30 14 (30.0:37.0)[false-City Cargo Bike]:23 14 (23.0:73.0)[true-Van]:36 6 (36.0:65.0)[false-City Cargo Bike]:39 26 (39.0:17.0)[false-Walker]:28 6 (28.0:5.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-City Cargo Bike]:34 21 (34.0:97.0)[false-Walker]:60 20 (60.0:1.0)[true-Van]:37 23 (37.0:19.0)[false-City Cargo Bike]:44 22 (44.0:23.0)[false-City Cargo Bike]:42 23 (42.0:19.0)[false-City Cargo Bike]:15 11 (15.0:87.0)[false-City Cargo Bike]:35 15 (35.0:31.0)[false-City Cargo Bike]:40 15 (40.0:45.0)[true-Van]:43 7 (43.0:23.0)[false-City Cargo Bike]:63 8 (63.0:45.0)[false-Walker]:62 19 (62.0:41.0)[false-Walker]:46 20 (46.0:11.0)[false-Van]:47 3 (47.0:17.0)[false-Van]:50 2 (50.0:21.0)[false-Van]:7 9 (7.0:59.0)[false-City Cargo Bike]:51 21 (51.0:71.0)[false-Van]:58 17 (58.0:57.0)[false-Van]:61 18 (61.0:45.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:12 18 (12.0:99.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:27:3:9:6:11::R:Van:57:21:32:56:4:5::R:City Cargo Bike:26::R:Van:53:48:8:10:49:14:55:31:16::R:City Cargo Bike:13::R:City Cargo Bike:17::R:City Cargo Bike:19::R:Van:41:24:22::R:Van:20::R:Van:2:29:38:59:52:33:18::R:City Cargo Bike:54::R:City Cargo Bike:30::R:Van:23:36:39:28:25:34::R:Van:60:37:44:42:15::R:City Cargo Bike:35::R:Van:40:43:63:62:46:47:50:7::R:Van:51:58:61:45:12:,68630.07504373936,18.0,153657.94438340334,538440.8054843274,1670.0,536770.8054843274,13624.055470556059,NaN,8684.529120714958,2478.353941667796,61.0,0.0,0.0,39.0,89.0,0.0,0.0,11.0,45.0,0.0,0.0,55.0,88.0,0.0,0.0,12.0,RndSwap:simple
1:3:1:2,176707.50472359167,1,3,1,2,11 7 (11.0:59.0)[false-Van]:3 18 (3.0:27.0)[false-Van]:2 4 (2.0:7.0)[false-Van]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-City Cargo Bike]:36 6 (36.0:65.0)[false-Van]:56 4 (56.0:85.0)[false-Van]:14 2 (14.0:53.0)[false-Van]:8 7 (8.0:69.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[false-City Cargo Bike]:63 8 (63.0:45.0)[false-Walker]:7 9 (7.0:59.0)[false-Van]:9 20 (9.0:11.0)[false-Van]:10 19 (10.0:21.0)[false-Walker]:48 2 (48.0:35.0)[false-Van]:52 12 (52.0:63.0)[false-City Cargo Bike]:12 18 (12.0:99.0)[false-City Cargo Bike]:15 11 (15.0:87.0)[false-City Cargo Bike]:49 15 (49.0:21.0)[true-Van]:28 6 (28.0:5.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:16 10 (16.0:79.0)[false-City Cargo Bike]:17 5 (17.0:59.0)[false-City Cargo Bike]:6 5 (6.0:19.0)[false-City Cargo Bike]:18 21 (18.0:67.0)[false-City Cargo Bike]:19 20 (19.0:27.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Walker]:22 15 (22.0:95.0)[true-Walker]:23 14 (23.0:73.0)[false-City Cargo Bike]:24 19 (24.0:41.0)[false-City Cargo Bike]:37 23 (37.0:19.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-City Cargo Bike]:50 2 (50.0:21.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[true-Van]:34 21 (34.0:97.0)[false-City Cargo Bike]:26 21 (26.0:59.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-City Cargo Bike]:30 14 (30.0:37.0)[false-City Cargo Bike]:51 21 (51.0:71.0)[false-City Cargo Bike]:44 22 (44.0:23.0)[false-City Cargo Bike]:42 23 (42.0:19.0)[false-City Cargo Bike]:32 2 (32.0:19.0)[false-City Cargo Bike]:43 7 (43.0:23.0)[false-Van]:29 24 (29.0:71.0)[false-City Cargo Bike]:38 14 (38.0:59.0)[false-City Cargo Bike]:35 15 (35.0:31.0)[false-City Cargo Bike]:21 15 (21.0:59.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:40 15 (40.0:45.0)[false-City Cargo Bike]:39 26 (39.0:17.0)[false-City Cargo Bike]:46 20 (46.0:11.0)[false-City Cargo Bike]:54 10 (54.0:83.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-City Cargo Bike]:53 4 (53.0:49.0)[false-Van]:55 23 (55.0:41.0)[false-Van]:59 2 (59.0:83.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:58 17 (58.0:57.0)[false-Van]:60 20 (60.0:1.0)[false-Van]:62 19 (62.0:41.0)[false-Van]:61 18 (61.0:45.0)[false-Van]:,SOL:R:Van:11:3:2:4:5:36:56:14:8::R:City Cargo Bike:13::R:Walker:63::R:Van:7:9:10:48:52:12:15::R:Van:49:28:31:16:17:6:18:19:20::R:Walker:22::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:37::R:City Cargo Bike:25::R:City Cargo Bike:50::R:City Cargo Bike:41::R:Van:33:34:26:27:30::R:City Cargo Bike:51::R:City Cargo Bike:44::R:City Cargo Bike:42::R:City Cargo Bike:32:43::R:City Cargo Bike:29::R:City Cargo Bike:38::R:City Cargo Bike:35::R:City Cargo Bike:21::R:City Cargo Bike:45::R:City Cargo Bike:40::R:City Cargo Bike:39::R:City Cargo Bike:46::R:City Cargo Bike:54::R:City Cargo Bike:47:53::R:Van:55:59:57:58:60::R:Van:62:61:,176707.50472359167,29.0,153644.1259918167,754759.7370259067,1870.0,752889.7370259067,13574.267955212992,2852.2639335724953,12173.54414557914,2478.1310643841402,21.0,7.0,0.0,72.0,60.0,3.0,0.0,37.0,17.0,6.0,0.0,77.0,56.0,3.0,0.0,41.0,DelRoute:LargeVan:simple
1:3:1:3,-1.0,1,3,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:1:4,-1.0,1,3,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:2:0,71690.64696833503,1,3,2,0,11 7 (11.0:59.0)[true-Van]:3 18 (3.0:27.0)[false-Van]:6 5 (6.0:19.0)[false-City Cargo Bike]:9 20 (9.0:11.0)[false-City Cargo Bike]:2 4 (2.0:7.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-City Cargo Bike]:16 10 (16.0:79.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[true-Van]:46 20 (46.0:11.0)[true-Van]:10 19 (10.0:21.0)[false-City Cargo Bike]:44 22 (44.0:23.0)[false-Van]:12 18 (12.0:99.0)[false-City Cargo Bike]:40 15 (40.0:45.0)[true-Van]:59 2 (59.0:83.0)[false-Van]:28 6 (28.0:5.0)[false-City Cargo Bike]:14 2 (14.0:53.0)[false-City Cargo Bike]:39 26 (39.0:17.0)[false-City Cargo Bike]:48 2 (48.0:35.0)[false-Van]:53 4 (53.0:49.0)[false-City Cargo Bike]:56 4 (56.0:85.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:18 21 (18.0:67.0)[false-City Cargo Bike]:42 23 (42.0:19.0)[false-Van]:32 2 (32.0:19.0)[false-City Cargo Bike]:29 24 (29.0:71.0)[false-City Cargo Bike]:15 11 (15.0:87.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[true-City Cargo Bike]:7 9 (7.0:59.0)[false-City Cargo Bike]:36 6 (36.0:65.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[true-Van]:49 15 (49.0:21.0)[false-City Cargo Bike]:37 23 (37.0:19.0)[false-City Cargo Bike]:61 18 (61.0:45.0)[false-City Cargo Bike]:19 20 (19.0:27.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Walker]:22 15 (22.0:95.0)[false-Van]:26 21 (26.0:59.0)[true-City Cargo Bike]:38 14 (38.0:59.0)[true-Van]:52 12 (52.0:63.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[true-City Cargo Bike]:51 21 (51.0:71.0)[false-City Cargo Bike]:43 7 (43.0:23.0)[false-Van]:63 8 (63.0:45.0)[false-Walker]:62 19 (62.0:41.0)[false-Walker]:23 14 (23.0:73.0)[false-Van]:30 14 (30.0:37.0)[true-Van]:35 15 (35.0:31.0)[false-Van]:55 23 (55.0:41.0)[false-City Cargo Bike]:21 15 (21.0:59.0)[false-Van]:50 2 (50.0:21.0)[false-Van]:27 22 (27.0:83.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-Van]:60 20 (60.0:1.0)[false-City Cargo Bike]:58 17 (58.0:57.0)[false-Walker]:24 19 (24.0:41.0)[false-City Cargo Bike]:34 21 (34.0:97.0)[false-City Cargo Bike]:54 10 (54.0:83.0)[true-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-City Cargo Bike]:17 5 (17.0:59.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:11:3:6:9:2:4:5:16::R:Van:8::R:Van:46:10:44:12::R:Van:40:59:28:14:39:48:53:56:31:18::R:Van:42:32:29:15::R:City Cargo Bike:13::R:City Cargo Bike:7::R:City Cargo Bike:36::R:Van:41:49:37:61:19:20::R:Van:22::R:City Cargo Bike:26::R:Van:38:52:33::R:City Cargo Bike:57::R:City Cargo Bike:51::R:Van:43:63:62:23::R:Van:30:35:55:21:50:27::R:Van:25:60:58:24:34::R:City Cargo Bike:54::R:City Cargo Bike:45::R:City Cargo Bike:47:17:,71690.64696833503,21.0,146579.56145087205,526378.1537089373,1890.0,524488.1537089373,13505.483728724384,NaN,8489.970221111893,2364.1864750140653,57.0,0.0,0.0,43.0,84.0,0.0,0.0,16.0,41.0,0.0,0.0,59.0,83.0,0.0,0.0,17.0,RndSwap:simple
1:3:2:1,71690.64696833504,1,3,2,1,11 7 (11.0:59.0)[true-Van]:3 18 (3.0:27.0)[false-Van]:9 20 (9.0:11.0)[false-City Cargo Bike]:2 4 (2.0:7.0)[false-City Cargo Bike]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-City Cargo Bike]:16 10 (16.0:79.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[true-Van]:46 20 (46.0:11.0)[true-Van]:10 19 (10.0:21.0)[false-City Cargo Bike]:44 22 (44.0:23.0)[false-Van]:12 18 (12.0:99.0)[false-City Cargo Bike]:40 15 (40.0:45.0)[true-Van]:59 2 (59.0:83.0)[false-Van]:39 26 (39.0:17.0)[false-City Cargo Bike]:48 2 (48.0:35.0)[false-Van]:53 4 (53.0:49.0)[false-City Cargo Bike]:6 5 (6.0:19.0)[false-City Cargo Bike]:56 4 (56.0:85.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:18 21 (18.0:67.0)[false-City Cargo Bike]:42 23 (42.0:19.0)[false-Van]:32 2 (32.0:19.0)[false-City Cargo Bike]:14 2 (14.0:53.0)[false-City Cargo Bike]:29 24 (29.0:71.0)[false-City Cargo Bike]:15 11 (15.0:87.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[true-City Cargo Bike]:36 6 (36.0:65.0)[false-City Cargo Bike]:51 21 (51.0:71.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[true-Van]:49 15 (49.0:21.0)[false-City Cargo Bike]:37 23 (37.0:19.0)[false-City Cargo Bike]:61 18 (61.0:45.0)[false-City Cargo Bike]:19 20 (19.0:27.0)[false-City Cargo Bike]:7 9 (7.0:59.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Walker]:54 10 (54.0:83.0)[true-City Cargo Bike]:22 15 (22.0:95.0)[false-Van]:26 21 (26.0:59.0)[true-City Cargo Bike]:38 14 (38.0:59.0)[true-Van]:52 12 (52.0:63.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[true-City Cargo Bike]:43 7 (43.0:23.0)[false-Van]:63 8 (63.0:45.0)[false-Walker]:62 19 (62.0:41.0)[false-Walker]:23 14 (23.0:73.0)[false-Van]:30 14 (30.0:37.0)[true-Van]:35 15 (35.0:31.0)[false-Van]:55 23 (55.0:41.0)[false-City Cargo Bike]:21 15 (21.0:59.0)[false-Van]:50 2 (50.0:21.0)[false-Van]:28 6 (28.0:5.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-Van]:60 20 (60.0:1.0)[false-City Cargo Bike]:58 17 (58.0:57.0)[false-Walker]:24 19 (24.0:41.0)[false-City Cargo Bike]:34 21 (34.0:97.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-City Cargo Bike]:17 5 (17.0:59.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:11:3:9:2:4:5:16::R:Van:8::R:Van:46:10:44:12::R:Van:40:59:39:48:53:6:56:31:18::R:Van:42:32:14:29:15::R:City Cargo Bike:13::R:City Cargo Bike:36::R:City Cargo Bike:51::R:Van:41:49:37:61:19:7::R:Walker:20::R:City Cargo Bike:54::R:Van:22::R:City Cargo Bike:26::R:Van:38:52:33::R:City Cargo Bike:57::R:Van:43:63:62:23::R:Van:30:35:55:21:50:28:27::R:Van:25:60:58:24:34::R:City Cargo Bike:45::R:City Cargo Bike:47:17:,71690.64696833504,21.0,152749.30425602672,542419.4850023396,1890.0,540529.4850023396,13584.572205919561,NaN,8748.701371005478,2463.6984557423666,57.0,5.0,0.0,38.0,84.0,2.0,0.0,15.0,43.0,3.0,0.0,54.0,84.0,0.0,0.0,16.0,RndSwap:simple
1:3:2:2,176707.50472359167,1,3,2,2,11 7 (11.0:59.0)[true-Van]:3 18 (3.0:27.0)[false-Van]:2 4 (2.0:7.0)[false-Van]:4 22 (4.0:21.0)[false-City Cargo Bike]:5 14 (5.0:33.0)[false-City Cargo Bike]:36 6 (36.0:65.0)[false-Van]:56 4 (56.0:85.0)[false-Van]:14 2 (14.0:53.0)[false-Van]:8 7 (8.0:69.0)[false-City Cargo Bike]:13 20 (13.0:71.0)[false-City Cargo Bike]:63 8 (63.0:45.0)[false-Walker]:7 9 (7.0:59.0)[false-Van]:9 20 (9.0:11.0)[false-Van]:10 19 (10.0:21.0)[false-Walker]:48 2 (48.0:35.0)[false-Van]:52 12 (52.0:63.0)[false-City Cargo Bike]:12 18 (12.0:99.0)[false-City Cargo Bike]:15 11 (15.0:87.0)[false-City Cargo Bike]:49 15 (49.0:21.0)[true-Van]:28 6 (28.0:5.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-City Cargo Bike]:16 10 (16.0:79.0)[false-City Cargo Bike]:17 5 (17.0:59.0)[false-City Cargo Bike]:6 5 (6.0:19.0)[false-City Cargo Bike]:18 21 (18.0:67.0)[false-City Cargo Bike]:19 20 (19.0:27.0)[false-City Cargo Bike]:20 1 (20.0:81.0)[false-Walker]:22 15 (22.0:95.0)[true-Walker]:23 14 (23.0:73.0)[false-City Cargo Bike]:24 19 (24.0:41.0)[false-City Cargo Bike]:37 23 (37.0:19.0)[false-City Cargo Bike]:25 22 (25.0:3.0)[false-City Cargo Bike]:50 2 (50.0:21.0)[false-City Cargo Bike]:41 15 (41.0:89.0)[false-City Cargo Bike]:33 15 (33.0:83.0)[true-Van]:34 21 (34.0:97.0)[false-City Cargo Bike]:26 21 (26.0:59.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-City Cargo Bike]:30 14 (30.0:37.0)[false-City Cargo Bike]:51 21 (51.0:71.0)[false-City Cargo Bike]:44 22 (44.0:23.0)[false-City Cargo Bike]:42 23 (42.0:19.0)[false-City Cargo Bike]:32 2 (32.0:19.0)[false-City Cargo Bike]:43 7 (43.0:23.0)[false-Van]:29 24 (29.0:71.0)[false-City Cargo Bike]:38 14 (38.0:59.0)[false-City Cargo Bike]:35 15 (35.0:31.0)[false-City Cargo Bike]:21 15 (21.0:59.0)[false-City Cargo Bike]:45 26 (45.0:83.0)[false-City Cargo Bike]:40 15 (40.0:45.0)[false-City Cargo Bike]:39 26 (39.0:17.0)[false-City Cargo Bike]:46 20 (46.0:11.0)[false-City Cargo Bike]:54 10 (54.0:83.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-City Cargo Bike]:53 4 (53.0:49.0)[false-Van]:55 23 (55.0:41.0)[false-Van]:59 2 (59.0:83.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:58 17 (58.0:57.0)[false-Van]:60 20 (60.0:1.0)[false-Van]:62 19 (62.0:41.0)[false-Van]:61 18 (61.0:45.0)[false-Van]:,SOL:R:Van::R:Van:11:3:2:4:5:36:56:14:8::R:City Cargo Bike:13::R:Walker:63::R:Van:7:9:10:48:52:12:15::R:Van:49:28:31:16:17:6:18:19:20::R:Walker:22::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:37::R:City Cargo Bike:25::R:City Cargo Bike:50::R:City Cargo Bike:41::R:Van:33:34:26:27:30::R:City Cargo Bike:51::R:City Cargo Bike:44::R:City Cargo Bike:42::R:City Cargo Bike:32:43::R:City Cargo Bike:29::R:City Cargo Bike:38::R:City Cargo Bike:35::R:City Cargo Bike:21::R:City Cargo Bike:45::R:City Cargo Bike:40::R:City Cargo Bike:39::R:City Cargo Bike:46::R:City Cargo Bike:54::R:City Cargo Bike:47:53::R:Van:55:59:57:58:60::R:Van:62:61:,176707.50472359167,30.0,153644.1259918167,754879.7370259067,1990.0,752889.7370259067,13574.267955212992,NaN,12175.479629450108,2478.1310643841402,23.0,7.0,0.0,70.0,60.0,3.0,0.0,37.0,17.0,6.0,0.0,77.0,56.0,3.0,0.0,41.0,RndSwap:simple
1:3:2:3,-1.0,1,3,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:2:4,-1.0,1,3,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:3:0,-1.0,1,3,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:3:3:1,128675.46772599708,1,3,3,1,2 4 (2.0:7.0)[true-Van]:3 18 (3.0:27.0)[false-Van]:4 22 (4.0:21.0)[false-Van]:9 20 (9.0:11.0)[false-Van]:5 14 (5.0:33.0)[false-Van]:7 9 (7.0:59.0)[false-Van]:19 20 (19.0:27.0)[true-Van]:43 7 (43.0:23.0)[false-Van]:36 6 (36.0:65.0)[false-Walker]:54 10 (54.0:83.0)[false-Walker]:62 19 (62.0:41.0)[false-Walker]:10 19 (10.0:21.0)[false-Van]:11 7 (11.0:59.0)[false-Van]:12 18 (12.0:99.0)[false-Van]:55 23 (55.0:41.0)[true-Van]:42 23 (42.0:19.0)[false-City Cargo Bike]:46 20 (46.0:11.0)[false-Walker]:32 2 (32.0:19.0)[false-Walker]:57 24 (57.0:77.0)[false-City Cargo Bike]:59 2 (59.0:83.0)[false-Walker]:14 2 (14.0:53.0)[false-City Cargo Bike]:8 7 (8.0:69.0)[false-Van]:13 20 (13.0:71.0)[true-Van]:37 23 (37.0:19.0)[true-Van]:15 11 (15.0:87.0)[false-Van]:16 10 (16.0:79.0)[true-Van]:28 6 (28.0:5.0)[true-Van]:25 22 (25.0:3.0)[false-Walker]:53 4 (53.0:49.0)[false-Walker]:52 12 (52.0:63.0)[false-Walker]:44 22 (44.0:23.0)[false-City Cargo Bike]:60 20 (60.0:1.0)[false-Walker]:56 4 (56.0:85.0)[false-Walker]:6 5 (6.0:19.0)[false-Van]:20 1 (20.0:81.0)[false-Walker]:24 19 (24.0:41.0)[false-Walker]:21 15 (21.0:59.0)[false-Walker]:22 15 (22.0:95.0)[false-Walker]:23 14 (23.0:73.0)[false-Walker]:26 21 (26.0:59.0)[false-Walker]:41 15 (41.0:89.0)[false-City Cargo Bike]:27 22 (27.0:83.0)[false-Walker]:58 17 (58.0:57.0)[false-Walker]:30 14 (30.0:37.0)[false-Walker]:18 21 (18.0:67.0)[false-Walker]:33 15 (33.0:83.0)[false-Walker]:34 21 (34.0:97.0)[false-Walker]:35 15 (35.0:31.0)[false-Walker]:29 24 (29.0:71.0)[false-Walker]:38 14 (38.0:59.0)[false-Walker]:40 15 (40.0:45.0)[false-Walker]:17 5 (17.0:59.0)[false-Walker]:61 18 (61.0:45.0)[false-Van]:49 15 (49.0:21.0)[false-City Cargo Bike]:39 26 (39.0:17.0)[false-City Cargo Bike]:48 2 (48.0:35.0)[false-City Cargo Bike]:47 3 (47.0:17.0)[false-Walker]:50 2 (50.0:21.0)[false-Walker]:51 21 (51.0:71.0)[false-Walker]:45 26 (45.0:83.0)[false-City Cargo Bike]:31 14 (31.0:29.0)[false-Walker]:63 8 (63.0:45.0)[false-Walker]:,SOL:R:Van::R:Van:2:3:4:9:5:7::R:Van:19:43:36:54:62:10:11::R:Van:12::R:Van:55:42:46:32:57:59:14::R:Van:8::R:Van:13::R:Van:37:15::R:Van:16::R:Van:28:25:53:52:44:60:56:6:20::R:Walker:24::R:Walker:21::R:Walker:22::R:Walker:23::R:Walker:26::R:City Cargo Bike:41::R:Walker:27::R:Walker:58::R:Walker:30::R:Walker:18::R:Walker:33::R:Walker:34::R:Walker:35::R:Walker:29::R:Walker:38::R:Walker:40::R:Walker:17::R:Van:61:49:39:48:47:50:51::R:City Cargo Bike:45::R:Walker:31::R:Walker:63:,128675.46772599708,31.0,151867.7984515886,654527.2114261246,2320.0,652207.2114261246,13558.467791943769,NaN,10556.890506872976,2449.480620186913,35.0,58.0,0.0,6.0,68.0,29.0,0.0,3.0,24.0,69.0,0.0,7.0,62.0,33.0,0.0,5.0,RndSwap:simple
