Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
1:1:0:2,-1.0,1,1,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:0:3,-1.0,1,1,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:0:4,-1.0,1,1,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:1:0,20363.36071618005,1,1,1,0,8 21 (8.0:14.0)[true-Van]:2 3 (2.0:94.0)[true-Van]:24 19 (24.0:84.0)[false-Walker]:53 7 (53.0:96.0)[false-Van]:29 22 (29.0:60.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-Van]:26 23 (26.0:47.0)[true-Van]:20 11 (20.0:58.0)[false-Van]:19 21 (19.0:66.0)[false-Van]:54 11 (54.0:46.0)[false-Walker]:55 12 (55.0:74.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-Walker]:7 20 (7.0:81.0)[true-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:32 15 (32.0:9.0)[true-Van]:10 20 (10.0:90.0)[false-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-Walker]:47 10 (47.0:10.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[true-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:40 13 (40.0:81.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:49 12 (49.0:75.0)[false-Van]:42 20 (42.0:51.0)[false-Walker]:4 25 (4.0:16.0)[false-Walker]:33 22 (33.0:47.0)[false-Van]:34 12 (34.0:19.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-Walker]:15 11 (15.0:13.0)[false-Walker]:17 6 (17.0:57.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:28 15 (28.0:60.0)[false-Walker]:48 7 (48.0:69.0)[false-Van]:44 10 (44.0:84.0)[false-Walker]:18 7 (18.0:14.0)[false-Walker]:21 17 (21.0:5.0)[false-Walker]:11 13 (11.0:41.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:45 10 (45.0:95.0)[false-Walker]:43 14 (43.0:9.0)[false-Van]:3 12 (3.0:10.0)[false-Walker]:22 22 (22.0:41.0)[false-Walker]:46 66 (46.0:89.0)[true-Van]:52 18 (52.0:1.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-Van]:,SOL:R:Van::R:Van:8::R:Van:2:24:53:29:23::R:Van:26:20:19:54:55:6::R:Van:7:25:41:27:31:13::R:Van:32:10:39:38:47:37:9::R:City Cargo Bike:16::R:Van:14:40:51:49:42:4::R:Van:33:34:35:30:15:17:5::R:Van:50:28:48:44:18:21:11::R:Van:36:45:43:3:22::R:Van:46:52:12:,20363.36071618005,12.0,90102.18573895856,276362.40435365244,1370.0,274992.40435365244,9176.715224973512,NaN,5117.822302845416,1668.5589951658994,92.0,0.0,0.0,8.0,98.0,0.0,0.0,2.0,88.0,0.0,0.0,12.0,96.0,0.0,0.0,4.0,AddRoute:LargeVan:simple
1:1:1:1,26866.746008650043,1,1,1,1,29 22 (29.0:60.0)[true-Van]:26 23 (26.0:47.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-Van]:19 21 (19.0:66.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-Walker]:23 10 (23.0:50.0)[false-Van]:2 3 (2.0:94.0)[true-Van]:55 12 (55.0:74.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-Van]:6 11 (6.0:41.0)[false-Walker]:7 20 (7.0:81.0)[true-Van]:41 3 (41.0:49.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-Walker]:31 11 (31.0:30.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[true-Van]:10 20 (10.0:90.0)[false-Van]:37 2 (37.0:33.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-Walker]:15 11 (15.0:13.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:40 13 (40.0:81.0)[true-Van]:54 11 (54.0:46.0)[false-Walker]:25 21 (25.0:97.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-Walker]:33 22 (33.0:47.0)[false-Van]:34 12 (34.0:19.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:9 10 (9.0:42.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-Van]:44 10 (44.0:84.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-Van]:5 4 (5.0:25.0)[false-Van]:49 12 (49.0:75.0)[true-City Cargo Bike]:51 5 (51.0:74.0)[false-Van]:16 36 (16.0:21.0)[false-Van]:21 17 (21.0:5.0)[true-Van]:30 7 (30.0:58.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:22 22 (22.0:41.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:29:26:20:19:3:23::R:Van:2:55:46:6::R:Van:7:41:17:27:38:31:8::R:Van:32:10:37:18:15:12::R:Van:14:24:43:28:13::R:Van:40:54:25:47:4::R:Van:33:34:35:36:9::R:City Cargo Bike:11::R:Van:39:44:53:45:42:48:5::R:City Cargo Bike:49::R:Van:51:16::R:Van:21:30:52:50:22:,26866.746008650043,13.0,95607.47959610424,303732.9389671711,1420.0,302312.9389671711,9062.550222708145,NaN,5624.684054947614,1770.5088814093378,85.0,0.0,0.0,15.0,96.0,0.0,0.0,4.0,71.0,0.0,0.0,29.0,97.0,0.0,0.0,3.0,AddRoute:CargoBike:simple
1:1:1:2,86965.85337405585,1,1,1,2,41 3 (41.0:49.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[true-Van]:24 19 (24.0:84.0)[false-Walker]:22 22 (22.0:41.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:38 15 (38.0:21.0)[false-Walker]:34 12 (34.0:19.0)[false-Walker]:42 20 (42.0:51.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[true-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-Van]:19 21 (19.0:66.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:55 12 (55.0:74.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-Walker]:7 20 (7.0:81.0)[true-Walker]:31 11 (31.0:30.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-Van]:37 2 (37.0:33.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-Van]:40 13 (40.0:81.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:33 22 (33.0:47.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-Van]:44 10 (44.0:84.0)[false-Van]:2 3 (2.0:94.0)[false-Van]:29 22 (29.0:60.0)[true-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-Van]:49 12 (49.0:75.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-Van]:18 7 (18.0:14.0)[false-Walker]:15 11 (15.0:13.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-Van]:,SOL:R:City Cargo Bike:41::R:City Cargo Bike:3::R:City Cargo Bike:4::R:Van:5:24:22:53:38:34:42::R:City Cargo Bike:30::R:City Cargo Bike:26::R:Van:20:19:27:54:55:6::R:Walker:7::R:City Cargo Bike:31::R:City Cargo Bike:32::R:Van:10:37:9:16::R:City Cargo Bike:14::R:City Cargo Bike:8::R:Van:23:40:51:25:17:47:13::R:Van:33:35:36:11::R:Van:39:44:2::R:City Cargo Bike:29::R:City Cargo Bike:28::R:City Cargo Bike:45::R:City Cargo Bike:43::R:City Cargo Bike:46::R:City Cargo Bike:21::R:Van:48:49:52:50:18:15:12:,86965.85337405585,23.0,95615.49339057723,424171.98956361256,1640.0,422531.98956361256,9095.188242378994,1992.69036710497,7855.036843770603,1770.6572850106895,30.0,4.0,0.0,65.0,70.0,2.0,0.0,28.0,22.0,6.0,0.0,72.0,64.0,2.0,0.0,33.0,RndSwap:simple
1:1:1:3,-1.0,1,1,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:1:4,-1.0,1,1,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:2:0,57423.44925184431,1,1,2,0,29 22 (29.0:60.0)[true-Van]:26 23 (26.0:47.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-Walker]:38 15 (38.0:21.0)[true-Van]:2 3 (2.0:94.0)[false-Walker]:6 11 (6.0:41.0)[false-Walker]:7 20 (7.0:81.0)[true-Walker]:41 3 (41.0:49.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-Walker]:30 7 (30.0:58.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[true-Van]:10 20 (10.0:90.0)[false-Van]:43 14 (43.0:9.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[true-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:4 25 (4.0:16.0)[false-Walker]:28 15 (28.0:60.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-Van]:34 12 (34.0:19.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-Van]:44 10 (44.0:84.0)[false-Van]:53 7 (53.0:96.0)[false-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-Van]:22 22 (22.0:41.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-Van]:49 12 (49.0:75.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Walker]:50 24 (50.0:97.0)[false-Van]:55 12 (55.0:74.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-Van]:15 11 (15.0:13.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:29:26:19:3::R:Van:38:2:6::R:Walker:7::R:City Cargo Bike:41:18::R:City Cargo Bike:30::R:City Cargo Bike:27::R:City Cargo Bike:31::R:Van:32:10:43:37:9::R:City Cargo Bike:14::R:City Cargo Bike:8::R:Van:23:24:40:51:25:17:47:13::R:Walker:4::R:City Cargo Bike:28::R:City Cargo Bike:16::R:Van:33:34:35:36:11::R:Van:39:44:53:45:42:5::R:Van:46:22::R:City Cargo Bike:12::R:City Cargo Bike:21::R:Van:48:49:52:54:50:55:20::R:City Cargo Bike:15:,57423.44925184431,22.0,71854.27949003184,303398.0251777714,1730.0,301668.0251777714,9129.554580577133,NaN,5618.481947736507,1330.63480537096,41.0,9.0,0.0,50.0,74.0,4.0,0.0,22.0,25.0,13.0,0.0,62.0,73.0,5.0,0.0,21.0,RndSwap:simple
1:1:2:1,44711.197853993544,1,1,2,1,29 22 (29.0:60.0)[true-Van]:26 23 (26.0:47.0)[false-City Cargo Bike]:48 7 (48.0:69.0)[false-Van]:54 11 (54.0:46.0)[false-Van]:55 12 (55.0:74.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-Van]:50 24 (50.0:97.0)[false-Van]:6 11 (6.0:41.0)[false-Walker]:7 20 (7.0:81.0)[true-Van]:20 11 (20.0:58.0)[false-Van]:27 19 (27.0:11.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-Walker]:17 6 (17.0:57.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[true-Van]:32 15 (32.0:9.0)[true-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-Walker]:10 20 (10.0:90.0)[false-Van]:37 2 (37.0:33.0)[false-City Cargo Bike]:2 3 (2.0:94.0)[false-Walker]:9 10 (9.0:42.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[true-City Cargo Bike]:14 17 (14.0:65.0)[true-City Cargo Bike]:3 12 (3.0:10.0)[false-Walker]:8 21 (8.0:14.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-Walker]:51 5 (51.0:74.0)[false-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-Van]:33 22 (33.0:47.0)[false-Van]:34 12 (34.0:19.0)[false-Van]:35 24 (35.0:15.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-Van]:11 13 (11.0:41.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-Walker]:5 4 (5.0:25.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[true-Van]:44 10 (44.0:84.0)[false-Van]:22 22 (22.0:41.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[true-Van]:49 12 (49.0:75.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:12 14 (12.0:21.0)[false-Van]:,SOL:R:Van::R:Van:29:26:48:54:55:15::R:Van:50:6::R:Van:7:20:27:19:4::R:City Cargo Bike:17::R:Van:31::R:City Cargo Bike:32::R:City Cargo Bike:41:18::R:Van:10:37:2:9::R:City Cargo Bike:16::R:City Cargo Bike:14::R:Walker:3::R:City Cargo Bike:8::R:Van:23:24:40:51:25:47:13::R:Van:33:34:35:36:11::R:Van:39:28:45:43:42:38:5::R:Van:46:44:22::R:City Cargo Bike:21::R:Van:30:49:52:53:12:,44711.197853993544,19.0,94742.67866469827,337473.3602362026,1720.0,335753.3602362026,8608.681576592524,NaN,6249.506671040789,1754.494049346264,58.0,5.0,0.0,37.0,83.0,2.0,0.0,15.0,42.0,6.0,0.0,51.0,84.0,1.0,0.0,15.0,RndSwap:simple
1:1:2:2,87174.07679045813,1,1,2,2,53 7 (53.0:96.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[true-Van]:3 12 (3.0:10.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[true-Van]:25 21 (25.0:97.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[true-Van]:12 14 (12.0:21.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[true-City Cargo Bike]:14 17 (14.0:65.0)[true-Van]:33 22 (33.0:47.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[true-Van]:48 7 (48.0:69.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-Walker]:22 22 (22.0:41.0)[false-Van]:23 10 (23.0:50.0)[true-Walker]:46 66 (46.0:89.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:2 3 (2.0:94.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[true-Van]:18 7 (18.0:14.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-Van]:39 18 (39.0:57.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[true-Van]:36 25 (36.0:88.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-Van]:44 10 (44.0:84.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[true-City Cargo Bike]:,SOL:R:City Cargo Bike:53::R:Van:17:3:21:6::R:Van:7:25:9::R:Van:10:12::R:City Cargo Bike:55::R:Van:14:33:40:26:15:5::R:Van:52:48:32:4::R:City Cargo Bike:16::R:Walker:20::R:Van:22::R:Walker:23::R:City Cargo Bike:46::R:City Cargo Bike:50::R:City Cargo Bike:19::R:City Cargo Bike:24::R:City Cargo Bike:2::R:City Cargo Bike:43::R:City Cargo Bike:8::R:Van:38:18:27:37:28:30:39:31::R:Van:51:36:29:49:34:35::R:Van:41:44:45:54:42:11:13::R:City Cargo Bike:47:,87174.07679045813,22.0,95511.05555140167,424406.8980145607,1730.0,422676.8980145607,6569.236148708204,2186.846306101899,7859.387000269642,1768.7232509518828,41.0,9.0,0.0,50.0,76.0,4.0,0.0,20.0,22.0,7.0,0.0,71.0,70.0,3.0,0.0,28.0,RndSwap:simple
1:1:2:3,147276.8406406994,1,1,2,3,2 3 (2.0:94.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[true-Van]:5 4 (5.0:25.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[true-Van]:53 7 (53.0:96.0)[false-Van]:9 10 (9.0:42.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[true-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[true-Van]:13 16 (13.0:41.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[true-Van]:27 19 (27.0:11.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[true-Walker]:30 7 (30.0:58.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[true-Van]:48 7 (48.0:69.0)[false-City Cargo Bike]:49 12 (49.0:75.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[true-Van]:51 5 (51.0:74.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-Van]:8 21 (8.0:14.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-Van]:,SOL:R:City Cargo Bike:2::R:City Cargo Bike:3::R:City Cargo Bike:26::R:Van:4:5::R:Van:6:53:9::R:City Cargo Bike:10::R:City Cargo Bike:36::R:Van:12:13:22:32:11:14::R:Van:15:27:18:16:41:19::R:City Cargo Bike:20::R:City Cargo Bike:33::R:City Cargo Bike:44::R:City Cargo Bike:7::R:City Cargo Bike:21::R:City Cargo Bike:23::R:City Cargo Bike:25::R:Walker:28::R:City Cargo Bike:30::R:City Cargo Bike:39::R:City Cargo Bike:34::R:City Cargo Bike:35::R:City Cargo Bike:17:37::R:City Cargo Bike:24::R:City Cargo Bike:38::R:City Cargo Bike:40::R:City Cargo Bike:42::R:City Cargo Bike:43::R:City Cargo Bike:45::R:City Cargo Bike:46::R:City Cargo Bike:29::R:Van:47:48:49:50:31::R:Van:52:51:55:8:54:,147276.8406406994,32.0,95546.434395963,544994.4107109027,2020.0,542974.4107109027,8360.78539879457,2256.418900664323,10092.489087238939,1769.3784147400556,19.0,3.0,0.0,78.0,50.0,2.0,0.0,48.0,13.0,3.0,0.0,84.0,46.0,2.0,0.0,53.0,RndSwap:simple
1:1:2:4,-1.0,1,1,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
1:1:3:0,-1.0,1,1,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,
